QuickDAQ Data
2018/12/28 15:05:41
Notes:,,
Sample Rate:,99.96746, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000,-0.0187766552, 0.3361058235,
 1.15778E-007,-0.0188314915, 0.3365755081,
 2.31557E-007,-0.0188219547, 0.3361976147,
 3.47335E-007,-0.0187921524, 0.3357410431,
 4.63114E-007,-0.0187718868, 0.3358590603,
 5.78892E-007,-0.0187611580, 0.3360688686,
 6.94670E-007,-0.0187695026, 0.3360879421,
 8.10449E-007,-0.0188195705, 0.3366184235,
 9.26227E-007,-0.0188744068, 0.3375768661,
 1.04201E-006,-0.0189018250, 0.3380537033,
 1.15778E-006,-0.0189101696, 0.3384232521,
 1.27356E-006,-0.0188505650, 0.3373694420,
 1.38934E-006,-0.0187969208, 0.3362858295,
 1.50512E-006,-0.0188648701, 0.3375780582,
 1.62090E-006,-0.0188791752, 0.3375947475,
 1.73668E-006,-0.0189006329, 0.3381156921,
 1.85245E-006,-0.0189304352, 0.3392708302,
 1.96823E-006,-0.0188589096, 0.3381073475,
 2.08401E-006,-0.0188660622, 0.3380823135,
 2.19979E-006,-0.0189161301, 0.3385734558,
 2.31557E-006,-0.0189173222, 0.3383052349,
 2.43135E-006,-0.0189042091, 0.3381967545,
 2.54713E-006,-0.0189220905, 0.3383052349,
 2.66290E-006,-0.0189113617, 0.3380918503,
 2.77868E-006,-0.0188231468, 0.3365767002,
 2.89446E-006,-0.0188219547, 0.3363192081,
 3.01024E-006,-0.0188589096, 0.3368568420,
 3.12602E-006,-0.0188577175, 0.3371036053,
 3.24180E-006,-0.0189459324, 0.3384387493,
 3.35757E-006,-0.0189840794, 0.3393125534,
 3.47335E-006,-0.0188934803, 0.3380823135,
 3.58913E-006,-0.0188601017, 0.3374373913,
 3.70491E-006,-0.0189054012, 0.3381812572,
 3.82069E-006,-0.0189220905, 0.3384757042,
 3.93647E-006,-0.0188684464, 0.3375875950,
 4.05224E-006,-0.0187778473, 0.3362202644,
 4.16802E-006,-0.0188350677, 0.3372490406,
 4.28380E-006,-0.0189244747, 0.3386008739,
 4.39958E-006,-0.0188851357, 0.3377187252,
 4.51536E-006,-0.0188267231, 0.3368163109,
 4.63114E-006,-0.0188183784, 0.3368723392,
 4.74691E-006,-0.0188708305, 0.3374302387,
 4.86269E-006,-0.0188910961, 0.3375756741,
 4.97847E-006,-0.0188636780, 0.3370368481,
 5.09425E-006,-0.0188875198, 0.3374004364,
 5.21003E-006,-0.0189006329, 0.3376853466,
 5.32581E-006,-0.0188207626, 0.3362691402,
 5.44159E-006,-0.0188374519, 0.3365957737,
 5.55736E-006,-0.0189137459, 0.3376245499,
 5.67314E-006,-0.0188970566, 0.3373491764,
 5.78892E-006,-0.0188601017, 0.3368520737,
 5.90470E-006,-0.0189304352, 0.3381168842,
 6.02048E-006,-0.0189495087, 0.3385770321,
 6.13626E-006,-0.0188922882, 0.3373372555,
 6.25203E-006,-0.0188136101, 0.3359532356,
 6.36781E-006,-0.0188279152, 0.3361833096,
 6.48359E-006,-0.0189530849, 0.3380858898,
 6.59937E-006,-0.0190663338, 0.3409028053,
 6.71515E-006,-0.0189948082, 0.3402900696,
 6.83093E-006,-0.0172960758, 0.3094720840,
 6.94670E-006,-0.0160741806, 0.2871990204,
 7.06248E-006,-0.0161814690, 0.2883982658,
 7.17826E-006,-0.0159573555, 0.2830398083,
 7.29404E-006,-0.0160074234, 0.2822589874,
 7.40982E-006,-0.0160944462, 0.2824676037,
 7.52560E-006,-0.0161015987, 0.2816927433,
 7.64138E-006,-0.0161623955, 0.2813351154,
 7.75715E-006,-0.0162863731, 0.2824473381,
 7.87293E-006,-0.0163149834, 0.2819418907,
 7.98871E-006,-0.0163924694, 0.2820599079,
 8.10449E-006,-0.0164246559, 0.2817642689,
 8.22027E-006,-0.0163328648, 0.2795338631,
 8.33605E-006,-0.0164043903, 0.2798962593,
 8.45182E-006,-0.0164890289, 0.2805197239,
 8.56760E-006,-0.0165605545, 0.2804648876,
 8.68338E-006,-0.0166749954, 0.2813613415,
 8.79916E-006,-0.0166785717, 0.2807271481,
 8.91494E-006,-0.0166428089, 0.2796626091,
 9.03072E-006,-0.0166451931, 0.2790153027,
 9.14649E-006,-0.0167095661, 0.2795541286,
 9.26227E-006,-0.0167441368, 0.2796697617,
 9.37805E-006,-0.0167477131, 0.2790272236,
 9.49383E-006,-0.0168228149, 0.2794480324,
 9.60961E-006,-0.0169408321, 0.2806818485,
 9.72539E-006,-0.0169980526, 0.2810132504,
 9.84117E-006,-0.0169730186, 0.2800095081,
 9.95694E-006,-0.0169873238, 0.2794766426,
 1.00727E-005,-0.0170731544, 0.2801299095,
 1.01885E-005,-0.0170850754, 0.2798700333,
 1.03043E-005,-0.0170910358, 0.2798581123,
 1.04201E-005,-0.0170683861, 0.2794599533,
 1.05358E-005,-0.0170302391, 0.2783989906,
 1.06516E-005,-0.0171232224, 0.2796065807,
 1.07674E-005,-0.0171959400, 0.2806782722,
 1.08832E-005,-0.0171971321, 0.2802276611,
 1.09989E-005,-0.0172221661, 0.2803432941,
 1.11147E-005,-0.0172305107, 0.2801501751,
 1.12305E-005,-0.0172412395, 0.2803003788,
 1.13463E-005,-0.0172519684, 0.2806854248,
 1.14621E-005,-0.0172138214, 0.2798950672,
 1.15778E-005,-0.0171923637, 0.2794480324,
 1.16936E-005,-0.0171911716, 0.2795684338,
 1.18094E-005,-0.0171756744, 0.2792358398,
 1.19252E-005,-0.0171971321, 0.2789354324,
 1.20410E-005,-0.0173115730, 0.2803361416,
 1.21567E-005,-0.0172770023, 0.2800595760,
 1.22725E-005,-0.0171959400, 0.2786946297,
 1.23883E-005,-0.0172901154, 0.2797794342,
 1.25041E-005,-0.0172650814, 0.2793538570,
 1.26198E-005,-0.0172126293, 0.2782189846,
 1.27356E-005,-0.0172340870, 0.2782881260,
 1.28514E-005,-0.0172519684, 0.2781331539,
 1.29672E-005,-0.0172650814, 0.2778983116,
 1.30830E-005,-0.0172972679, 0.2783894539,
 1.31987E-005,-0.0173616409, 0.2790439129,
 1.33145E-005,-0.0174736977, 0.2804863453,
 1.34303E-005,-0.0174117088, 0.2794933319,
 1.35461E-005,-0.0173330307, 0.2783000469,
 1.36619E-005,-0.0173807144, 0.2790462971,
 1.37776E-005,-0.0174224377, 0.2795755863,
 1.38934E-005,-0.0174653530, 0.2801334858,
 1.40092E-005,-0.0174260139, 0.2796328068,
 1.41250E-005,-0.0173246861, 0.2780938148,
 1.42407E-005,-0.0172829628, 0.2775871754,
 1.43565E-005,-0.0173020363, 0.2780079842,
 1.44723E-005,-0.0173342228, 0.2783083916,
 1.45881E-005,-0.0173223019, 0.2779245377,
 1.47039E-005,-0.0173342228, 0.2781808376,
 1.48196E-005,-0.0174069405, 0.2790129185,
 1.49354E-005,-0.0174558163, 0.2793812752,
 1.50512E-005,-0.0174629688, 0.2797186375,
 1.51670E-005,-0.0174653530, 0.2798402309,
 1.52828E-005,-0.0174582005, 0.2794909477,
 1.53985E-005,-0.0174856186, 0.2798128128,
 1.55143E-005,-0.0174796581, 0.2796149254,
 1.56301E-005,-0.0174915791, 0.2799093723,
 1.57459E-005,-0.0174820423, 0.2798712254,
 1.58616E-005,-0.0174164772, 0.2791213989,
 1.59774E-005,-0.0174546242, 0.2796006203,
 1.60932E-005,-0.0174427032, 0.2792596817,
 1.62090E-005,-0.0174474716, 0.2795147896,
 1.63248E-005,-0.0174951553, 0.2800893784,
 1.64405E-005,-0.0174748898, 0.2796828747,
 1.65563E-005,-0.0174641609, 0.2796483040,
 1.66721E-005,-0.0174629688, 0.2795588970,
 1.67879E-005,-0.0174617767, 0.2794313431,
 1.69036E-005,-0.0175368786, 0.2804279327,
 1.70194E-005,-0.0175881386, 0.2808749676,
 1.71352E-005,-0.0174617767, 0.2788782120,
 1.72510E-005,-0.0174617767, 0.2787709236,
 1.73668E-005,-0.0175786018, 0.2802693844,
 1.74825E-005,-0.0175166130, 0.2790820599,
 1.75983E-005,-0.0175154209, 0.2790594101,
 1.77141E-005,-0.0175464153, 0.2797305584,
 1.78299E-005,-0.0175011158, 0.2793669701,
 1.79457E-005,-0.0175333023, 0.2798342705,
 1.80614E-005,-0.0176119804, 0.2808439732,
 1.81772E-005,-0.0176131725, 0.2810120583,
 1.82930E-005,-0.0176167488, 0.2810060978,
 1.84088E-005,-0.0175487995, 0.2800905704,
 1.85245E-005,-0.0174653530, 0.2788090706,
 1.86403E-005,-0.0174975395, 0.2791309357,
 1.87561E-005,-0.0174760818, 0.2789497375,
 1.88719E-005, 0.0978529453,-2.7634537220,
 1.89877E-005, 0.1653623581,-5.9268770218,
 1.91034E-005, 0.1056563854,-6.0606098175,
 1.92192E-005, 0.0890660286,-6.0806107521,
 1.93350E-005, 0.0800335407,-6.0937762260,
 1.94508E-005, 0.0724244118,-6.1044254303,
 1.95666E-005, 0.0655925274,-6.1137366295,
 1.96823E-005, 0.0596547127,-6.1194801331,
 1.97981E-005, 0.0545263290,-6.1233844757,
 1.99139E-005, 0.0503098965,-6.1275157928,
 2.00297E-005, 0.0468623638,-6.1293516159,
 2.01454E-005, 0.0439834595,-6.1298537254,
 2.02612E-005, 0.0415706635,-6.1304044724,
 2.03770E-005, 0.0395750999,-6.1307406425,
 2.04928E-005, 0.0378859043,-6.1312437057,
 2.06086E-005, 0.0364303589,-6.1317834854,
 2.07243E-005, 0.0351071358,-6.1310482025,
 2.08401E-005, 0.0339293480,-6.1299633980,
 2.09559E-005, 0.0329077244,-6.1287045479,
 2.10717E-005, 0.0320219994,-6.1276912689,
 2.11874E-005, 0.0311028957,-6.1265325546,
 2.13032E-005, 0.0303018093,-6.1250257492,
 2.14190E-005, 0.0296938419,-6.1240062714,
 2.15348E-005, 0.0291144848,-6.1237611771,
 2.16506E-005, 0.0285780430,-6.1218967438,
 2.17663E-005, 0.0281119347,-6.1202516556,
 2.18821E-005, 0.0276827812,-6.1196160316,
 2.19979E-005, 0.0272476673,-6.1171555519,
 2.21137E-005, 0.0268542767,-6.1151323318,
 2.22295E-005, 0.0265121460,-6.1148500443,
 2.23452E-005, 0.0261998177,-6.1145553589,
 2.24610E-005, 0.0258684158,-6.1128950119,
 2.25768E-005, 0.0255608559,-6.1105594635,
 2.26926E-005, 0.0253188610,-6.1080336571,
 2.28083E-005, 0.0250816345,-6.1066579819,
 2.29241E-005, 0.0248610973,-6.1064124107,
 2.30399E-005, 0.0246322155,-6.1031484604,
 2.31557E-005, 0.0244176388,-6.1003732681,
 2.32715E-005, 0.0242435932,-6.0997714996,
 2.33872E-005, 0.0240731239,-6.0988006592,
 2.35030E-005, 0.0239086151,-6.0966324806,
 2.36188E-005, 0.0237417221,-6.0967216492,
 2.37346E-005, 0.0235402584,-6.0967373848,
 2.38504E-005, 0.0233638287,-6.0940909386,
 2.39661E-005, 0.0232422352,-6.0927319527,
 2.40819E-005, 0.0231134892,-6.0911846161,
 2.41977E-005, 0.0229775906,-6.0897054672,
 2.43135E-005, 0.0228655338,-6.0898885727,
 2.44292E-005, 0.0227642059,-6.0887279510,
 2.45450E-005, 0.0226342678,-6.0872402191,
 2.46608E-005, 0.0225186348,-6.0855984688,
 2.47766E-005, 0.0224363804,-6.0839376450,
 2.48924E-005, 0.0223278999,-6.0836696625,
 2.50081E-005, 0.0222885609,-6.0830664635,
 2.51239E-005, 0.0223565102,-6.0818662643,
 2.52397E-005, 0.0224268436,-6.0818719864,
 2.53555E-005, 0.0224232674,-6.0812020302,
 2.54713E-005, 0.0223839283,-6.0808920860,
 2.55870E-005, 0.0223720074,-6.0810351372,
 2.57028E-005, 0.0224578381,-6.0794124603,
