QuickDAQ Data
2018/12/21 17:50:58
Notes:,,
Sample Rate:,99.96746, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000,-1.10865E-004, 8.14199E-004,
 1.15778E-007,-1.20401E-004, 8.13007E-004,
 2.31557E-007,-1.12057E-004, 8.02279E-004,
 3.47335E-007,-9.89437E-005, 7.59363E-004,
 4.63114E-007,-9.77516E-005, 7.34329E-004,
 5.78892E-007,-1.15633E-004, 7.52211E-004,
 6.94670E-007,-6.79493E-005, 5.90086E-004,
 8.10449E-007,-5.48363E-005, 5.59092E-004,
 9.26227E-007,-8.82149E-005, 6.80685E-004,
 1.04201E-006,-1.13249E-004, 7.92742E-004,
 1.15778E-006,-1.20401E-004, 8.47578E-004,
 1.27356E-006,-8.82149E-005, 6.30617E-004,
 1.38934E-006,-1.06096E-004, 6.96182E-004,
 1.50512E-006,-1.52588E-004, 9.34601E-004,
 1.62090E-006,-1.41859E-004, 8.88109E-004,
 1.73668E-006,-1.38283E-004, 9.38177E-004,
 1.85245E-006,-1.52588E-004, 0.0010454655,
 1.96823E-006,-1.49012E-004, 9.85861E-004,
 2.08401E-006,-1.34706E-004, 8.47578E-004,
 2.19979E-006,-1.35899E-004, 9.29832E-004,
 2.31557E-006,-1.23978E-004, 8.47578E-004,
 2.43135E-006,-1.16825E-004, 6.99759E-004,
 2.54713E-006,-1.37091E-004, 7.61747E-004,
 2.66290E-006,-1.27554E-004, 7.30753E-004,
 2.77868E-006,-1.22786E-004, 8.27312E-004,
 2.89446E-006,-1.25170E-004, 9.52482E-004,
 3.01024E-006,-1.22786E-004, 9.97782E-004,
 3.12602E-006,-1.09673E-004, 8.24928E-004,
 3.24180E-006,-1.08480E-004, 7.39098E-004,
 3.35757E-006,-1.00136E-004, 7.37906E-004,
 3.47335E-006,-1.03712E-004, 6.69956E-004,
 3.58913E-006,-9.41753E-005, 5.85318E-004,
 3.70491E-006,-7.39098E-005, 5.63860E-004,
 3.82069E-006,-9.41753E-005, 6.60419E-004,
 3.93647E-006,-1.23978E-004, 8.07047E-004,
 4.05224E-006,-1.46627E-004, 9.41753E-004,
 4.16802E-006,-1.41859E-004, 9.32217E-004,
 4.28380E-006,-1.47820E-004, 9.77516E-004,
 4.39958E-006,-1.28746E-004, 9.31025E-004,
 4.51536E-006,-9.65595E-005, 8.28505E-004,
 4.63114E-006,-9.29832E-005, 7.12872E-004,
 4.74691E-006,-1.06096E-004, 6.86646E-004,
 4.86269E-006,-1.12057E-004, 7.24792E-004,
 4.97847E-006,-1.27554E-004, 7.92742E-004,
 5.09425E-006,-1.63317E-004, 0.0010108948,
 5.21003E-006,-1.49012E-004, 0.0010263920,
 5.32581E-006,-1.18017E-004, 8.41618E-004,
 5.44159E-006,-1.29938E-004, 8.29697E-004,
 5.55736E-006,-1.43051E-004, 9.94205E-004,
 5.67314E-006,-1.27554E-004, 0.0010013580,
 5.78892E-006,-1.54972E-004, 0.0010728836,
 5.90470E-006,-1.71661E-004, 0.0010704994,
 6.02048E-006,-1.65701E-004, 0.0010108948,
 6.13626E-006,-1.95503E-004, 0.0011515617,
 6.25203E-006,-1.80006E-004, 0.0010967255,
 6.36781E-006,-1.20401E-004, 9.28640E-004,
 6.48359E-006,-1.15633E-004, 9.65595E-004,
 6.59937E-006,-1.56164E-004, 0.0011026859,
 6.71515E-006,-1.64509E-004, 9.96590E-004,
 6.83093E-006,-1.51396E-004, 9.82285E-004,
 6.94670E-006,-1.50204E-004, 9.76324E-004,
 7.06248E-006,-1.50204E-004, 9.20296E-004,
 7.17826E-006,-1.60933E-004, 9.90629E-004,
 7.29404E-006,-1.43051E-004, 9.48906E-004,
 7.40982E-006,-1.49012E-004, 9.88245E-004,
 7.52560E-006,-1.60933E-004, 9.50098E-004,
 7.64138E-006,-1.45435E-004, 9.40561E-004,
 7.75715E-006,-1.22786E-004, 9.07183E-004,
 7.87293E-006,-1.09673E-004, 8.53539E-004,
 7.98871E-006,-1.19209E-004, 8.83341E-004,
 8.10449E-006,-1.18017E-004, 8.97646E-004,
 8.22027E-006,-1.14441E-004, 9.10759E-004,
 8.33605E-006,-1.16825E-004, 7.67708E-004,
 8.45182E-006,-1.33514E-004, 8.05855E-004,
 8.56760E-006,-1.62125E-004, 0.0010418892,
 8.68338E-006,-1.63317E-004, 0.0010800362,
 8.79916E-006,-1.66893E-004, 0.0011277199,
 8.91494E-006,-1.53780E-004, 0.0010919571,
 9.03072E-006,-1.29938E-004, 9.25064E-004,
 9.14649E-006,-1.49012E-004, 9.05991E-004,
 9.26227E-006,-1.26362E-004, 8.82149E-004,
 9.37805E-006,-1.12057E-004, 7.82013E-004,
 9.49383E-006,-1.09673E-004, 7.49826E-004,
 9.60961E-006,-1.03712E-004, 8.18968E-004,
 9.72539E-006,-1.23978E-004, 8.53539E-004,
 9.84117E-006,-1.31130E-004, 8.69036E-004,
 9.95694E-006,-1.15633E-004, 8.46386E-004,
 1.00727E-005,-1.28746E-004, 8.86917E-004,
 1.01885E-005,-1.56164E-004, 9.98974E-004,
 1.03043E-005,-1.37091E-004, 8.97646E-004,
 1.04201E-005,-1.25170E-004, 8.61883E-004,
 1.05358E-005,-1.39475E-004, 9.25064E-004,
 1.06516E-005,-1.23978E-004, 9.63211E-004,
 1.07674E-005,-9.65595E-005, 9.17912E-004,
 1.08832E-005, 0.0019872189,-0.0117456913,
 1.09989E-005, 0.0040864944,-0.0244891644,
 1.11147E-005, 0.0041031837,-0.0246167183,
 1.12305E-005, 0.0041103363,-0.0247073174,
 1.13463E-005, 0.0041091442,-0.0246977806,
 1.14621E-005, 0.0041091442,-0.0245904922,
 1.15778E-005, 0.0041091442,-0.0246536732,
 1.16936E-005, 0.0041019917,-0.0247335434,
 1.18094E-005, 0.0041043758,-0.0246369839,
 1.19252E-005, 0.0041007996,-0.0245881081,
 1.20410E-005, 0.0040924549,-0.0245583057,
 1.21567E-005, 0.0041401386,-0.0247478485,
 1.22725E-005, 0.0041508675,-0.0248777866,
 1.23883E-005, 0.0041162968,-0.0246405602,
 1.25041E-005, 0.0041019917,-0.0245594978,
 1.26198E-005, 0.0041043758,-0.0246715546,
 1.27356E-005, 0.0041317940,-0.0247943401,
 1.28514E-005, 0.0041210651,-0.0247645378,
 1.29672E-005, 0.0041019917,-0.0247001648,
 1.30830E-005, 0.0041162968,-0.0246572495,
 1.31987E-005, 0.0040924549,-0.0244879723,
 1.33145E-005, 0.0040805340,-0.0245344639,
 1.34303E-005, 0.0040936470,-0.0246465206,
 1.35461E-005, 0.0040996075,-0.0246202946,
 1.36619E-005, 0.0040984154,-0.0245618820,
 1.37776E-005, 0.0040841103,-0.0244975090,
 1.38934E-005, 0.0040841103,-0.0245356560,
 1.40092E-005, 0.0040888786,-0.0246024132,
 1.41250E-005, 0.0040662289,-0.0244855881,
 1.42407E-005, 0.0040566921,-0.0244247913,
 1.43565E-005, 0.0040686131,-0.0244760513,
 1.44723E-005, 0.0040519238,-0.0244343281,
 1.45881E-005, 0.0040555000,-0.0244712830,
 1.47039E-005, 0.0040745735,-0.0244772434,
 1.48196E-005, 0.0040888786,-0.0244879723,
 1.49354E-005, 0.0041067600,-0.0244879723,
 1.50512E-005, 0.0040996075,-0.0244367123,
 1.51670E-005, 0.0040817261,-0.0244605541,
 1.52828E-005, 0.0040757656,-0.0244772434,
 1.53985E-005, 0.0040614605,-0.0245273113,
 1.55143E-005, 0.0040555000,-0.0244987011,
 1.56301E-005, 0.0040876865,-0.0245463848,
 1.57459E-005, 0.0040841103,-0.0245559216,
 1.58616E-005, 0.0040864944,-0.0244963169,
 1.59774E-005, 0.0040769577,-0.0244498253,
 1.60932E-005, 0.0040769577,-0.0245153904,
 1.62090E-005, 0.0041031837,-0.0246918201,
 1.63248E-005, 0.0040793419,-0.0246596336,
 1.64405E-005, 0.0040555000,-0.0245141983,
 1.65563E-005, 0.0040686131,-0.0245237350,
 1.66721E-005, 0.0040888786,-0.0246858597,
 1.67879E-005, 0.0041174889,-0.0248277187,
 1.69036E-005, 0.0041234493,-0.0247943401,
 1.70194E-005, 0.0040853024,-0.0245702267,
 1.71352E-005, 0.0040745735,-0.0244975090,
 1.72510E-005, 0.0040709972,-0.0245487690,
 1.73668E-005, 0.0040709972,-0.0245678425,
 1.74825E-005, 0.0040817261,-0.0245273113,
 1.75983E-005, 0.0041151047,-0.0246596336,
 1.77141E-005, 0.0041234493,-0.0248086452,
 1.78299E-005, 0.0041270256,-0.0247681141,
 1.79457E-005, 0.0041449070,-0.0247657299,
 1.80614E-005, 0.0041186810,-0.0246751308,
 1.81772E-005, 0.0040924549,-0.0246179104,
 1.82930E-005, 0.0041007996,-0.0246703625,
 1.84088E-005, 0.0041270256,-0.0246584415,
 1.85245E-005, 0.0041413307,-0.0247228146,
 1.86403E-005, 0.0041031837,-0.0246810913,
 1.87561E-005, 0.0040721893,-0.0245296955,
 1.88719E-005, 0.0040841103,-0.0245177746,
 1.89877E-005, 0.0041007996,-0.0245809555,
 1.91034E-005, 0.0040924549,-0.0246822834,
 1.92192E-005, 0.0040972233,-0.0246846676,
 1.93350E-005, 0.0041127205,-0.0246715546,
 1.94508E-005, 0.0041007996,-0.0246679783,
 1.95666E-005, 0.0041031837,-0.0246143341,
 1.96823E-005, 0.0041115284,-0.0246131420,
 1.97981E-005, 0.0041258335,-0.0247466564,
 1.99139E-005, 0.0041174889,-0.0247156620,
 2.00297E-005, 0.0041139126,-0.0247466564,
 2.01454E-005, 0.0041091442,-0.0247359276,
 2.02612E-005, 0.0041007996,-0.0246250629,
 2.03770E-005, 0.0041055679,-0.0247359276,
 2.04928E-005, 0.0041067600,-0.0247526169,
 2.06086E-005, 0.0041103363,-0.0247251987,
 2.07243E-005, 0.0040936470,-0.0246238708,
 2.08401E-005, 0.0040924549,-0.0246477127,
 2.09559E-005, 0.0040996075,-0.0247251987,
 2.10717E-005, 0.0040960312,-0.0246906281,
 2.11874E-005, 0.0041198730,-0.0247395039,
 2.13032E-005, 0.0041115284,-0.0246417522,
 2.14190E-005, 0.0041031837,-0.0246357918,
 2.15348E-005, 0.0040924549,-0.0245857239,
 2.16506E-005, 0.0040662289,-0.0243639946,
 2.17663E-005, 0.0040888786,-0.0245273113,
 2.18821E-005, 0.0041353703,-0.0248289108,
 2.19979E-005, 0.0041556358,-0.0248861313,
 2.21137E-005, 0.0041234493,-0.0247693062,
 2.22295E-005, 0.0041306019,-0.0248062611,
 2.23452E-005, 0.0041508675,-0.0248980522,
 2.24610E-005, 0.0041413307,-0.0248193741,
 2.25768E-005, 0.0041162968,-0.0247430801,
 2.26926E-005, 0.0138175488,-0.0842607021,
 2.28083E-005, 0.0530910492,-0.3288841248,
 2.29241E-005, 0.0818729401,-0.5140805244,
 2.30399E-005, 0.0804269314,-0.5145847797,
 2.31557E-005, 0.0790977478,-0.5152702332,
 2.32715E-005, 0.0778234005,-0.5159378052,
 2.33872E-005, 0.0765931606,-0.5163156986,
 2.35030E-005, 0.0754439831,-0.5167603493,
 2.36188E-005, 0.0744056702,-0.5173635483,
 2.37346E-005, 0.0733840466,-0.5177581310,
 2.38504E-005, 0.0724256039,-0.5182397366,
 2.39661E-005, 0.0715112686,-0.5185437202,
 2.40819E-005, 0.0706255436,-0.5186688900,
 2.41977E-005, 0.0698363781,-0.5191552639,
 2.43135E-005, 0.0690889359,-0.5195558071,
 2.44292E-005, 0.0683832169,-0.5198240280,
 2.45450E-005, 0.0677120686,-0.5201721191,
 2.46608E-005, 0.0670588017,-0.5205643177,
 2.47766E-005, 0.0664401054,-0.5208277702,
 2.48924E-005, 0.0658118725,-0.5208587646,
 2.50081E-005, 0.0652563572,-0.5211782455,
