light,,,,,,,,,,dark (ascending V),,,,,,,,,dark (descending V),,,,,,,
Time stamp,V_lockin,V_applied,,V_drop,I_net (A),I_net (uA),I_bias,Resistance,,Time stamp,V_lockin,V_applied,V_drop,I_net (A),I_net (uA),I_bias,Resistance,,Time stamp,V_lockin,V_applied,V_drop,I_net (A),I_net (uA),I_bias,Resistance
0,-0.5,-0.499147,-4.99147,-0.092456,-0.000212,-212,1.15E-09,435.80467,,0,-0.837505,0,-1.192843,-0.00011,-110,-2.15E-08,10840.0916,,0,0.5,0,0.731927,5.63E-05,5.63E+01,-7.45E-08,12992.5623
4.206702,-0.5,-0.499147,-4.99147,-0.093204,-0.000213,-213,-2.20E-09,438.440417,,29.533337,-0.836505,26,-1.190913,-0.00011,-110,4.27E-08,10858.2358,,3.792083,0.5,433333,0.746077,5.48E-05,5.48E+01,2.64E-08,13603.02375
8.417017,-0.5,-0.499147,-4.99147,-0.092268,-0.000212,-212,1.91E-09,434.86009,,33.359482,-0.835505,0,-1.19538,-0.000109,-109,4.07E-08,10969.5105,,7.586464,0.5,0,0.741043,5.49E-05,5.49E+01,-4.61E-08,13502.03795
12.615414,-0.5,-0.499147,-4.99147,-0.093392,-0.000212,-212,-1.11E-09,440.351312,,37.256666,-0.834505,0,-1.199636,-0.00011,-110,-2.06E-09,10858.855,,11.494414,0.5,10000,0.749769,5.50E-05,5.50E+01,1.82E-08,13637.51788
16.851108,-0.5,-0.499147,-4.99147,-0.093335,-0.000212,-212,-9.90E-10,440.133826,,42.719927,-0.833505,26,-1.199631,-0.000109,-109,2.64E-09,10980.8161,,15.502694,0.5,0,0.746288,5.50E-05,5.50E+01,-4.54E-08,13573.61443
21.046789,-0.5,-0.499147,-4.99147,-0.093301,-0.000212,-212,-1.08E-09,439.551015,,46.562284,-0.832505,0,-1.200074,-0.000108,-108,-1.71E-08,11070.5762,,20.730583,0.5,0,0.754873,5.51E-05,5.51E+01,2.36E-08,13709.8488
25.242441,-0.499,-0.497133,-4.97133,-0.093254,-0.000212,-212,6.00E-11,438.930002,,53.507191,-0.831505,0,-1.198525,-0.000108,-108,-9.42E-09,11052.273,,24.513246,0.5,0,0.750393,5.50E-05,5.50E+01,-3.00E-08,13634.46069
29.44792,-0.498,-0.497194,-4.97194,-0.093443,-0.000212,-212,5.60E-10,440.499919,,57.298019,-0.830505,0,-1.197798,-0.000108,-108,1.80E-08,11087.8751,,29.768789,0.5,0,0.756084,5.51E-05,5.51E+01,1.20E-08,13721.79312
33.656347,-0.497,-0.49518,-4.9518,-0.09373,-0.000212,-212,7.20E-10,442.938513,,63.803132,-0.829505,26,-1.199803,-0.000108,-108,-1.75E-08,11146.703,,33.552251,0.5,0,0.753774,5.52E-05,5.52E+01,-4.11E-08,13666.84478
37.862212,-0.496,-0.49518,-4.9518,-0.094049,-0.000211,-211,-1.43E-09,445.782631,,67.592225,-0.828505,-0.828556,-1.198252,-0.000108,-108,-2.02E-08,11124.9126,,37.351107,0.5,0.498964,0.761567,5.52E-05,5.52E+01,1.03E-08,13807.63874
42.073268,-0.495,-0.493166,-4.93166,-0.093939,-0.000211,-211,-2.90E-10,444.384881,,71.392342,-0.827505,-0.826481,-1.196461,-0.000107,-107,1.51E-08,11147.0516,,41.14425,0.5,0.498964,0.759562,5.52E-05,5.52E+01,-3.44E-08,13750.51407
46.289197,-0.494,-0.493166,-4.93166,-0.094053,-0.00021,-210,-1.24E-09,447.066355,,75.196218,-0.826505,-0.826481,-1.198155,-0.000107,-107,-5.46E-09,11197.577,,44.92662,0.5,0.498964,0.766092,5.53E-05,5.53E+01,2.22E-08,13858.15539
50.49235,-0.493,-0.491152,-4.91152,-0.093979,-0.000211,-211,-2.22E-09,445.810858,,79.010079,-0.825505,-0.824528,-1.197805,-0.000107,-107,1.20E-08,11239.2626,,48.732487,0.5,0.498964,0.761874,5.53E-05,5.53E+01,-2.56E-08,13776.92759
54.7077,-0.492,-0.491152,-4.91152,-0.093706,-0.00021,-210,1.90E-10,446.7255,,82.843007,-0.824505,-0.824528,-1.199181,-0.000107,-107,-1.50E-08,11224.7592,,52.53716,0.5,0.498964,0.766712,5.54E-05,5.54E+01,-2.74E-09,13850.69333
58.90458,-0.491,-0.489199,-4.89199,-0.093913,-0.000209,-209,2.00E-10,448.775894,,86.635402,-0.823505,-0.822514,-1.197902,-0.000106,-106,-2.68E-08,11320.1421,,56.350567,0.5,0.498964,0.767225,5.53E-05,5.53E+01,-9.50E-09,13862.77231
63.124282,-0.49,-0.489199,-4.89199,-0.094123,-0.000209,-209,4.40E-10,451.191532,,90.467394,-0.822505,-0.822514,-1.19538,-0.000106,-106,-2.81E-08,11327.3183,,60.14578,0.5,0.498964,0.769025,5.54E-05,5.54E+01,-5.80E-10,13884.08249
67.33625,-0.489,-0.487185,-4.87185,-0.094384,-0.000209,-209,-2.24E-09,451.74565,,94.267874,-0.821505,-0.82056,-1.192738,-0.000106,-106,-1.08E-08,11211.3036,,63.971472,0.5,0.498964,0.769017,5.54E-05,5.54E+01,-5.97E-09,13871.50688
71.543329,-0.488,-0.487185,-4.87185,-0.094108,-0.000208,-208,-4.00E-10,453.18397,,98.083513,-0.820505,-0.82056,-1.191839,-0.000105,-105,-2.38E-08,11383.963,,67.777297,0.5,0.498964,0.769161,5.54E-05,5.54E+01,-1.56E-08,13871.44896
75.739744,-0.487,-0.48517,-4.8517,-0.094198,-0.000207,-207,-4.40E-10,454.103245,,101.886714,-0.819505,-0.818546,-1.189622,-0.000105,-105,1.87E-08,11349.2856,,71.575182,0.5,0.498964,0.773804,5.55E-05,5.55E+01,5.67E-09,13953.82261
79.938623,-0.486,-0.48517,-4.8517,-0.094279,-0.000207,-207,-2.31E-09,455.791371,,105.684941,-0.818505,-0.818546,-1.191701,-0.000105,-105,-1.93E-08,11304.9171,,75.370212,0.5,0.498964,0.77205,5.55E-05,5.55E+01,-2.14E-08,13911.25214
84.133969,-0.485,-0.483156,-4.83156,-0.093988,-0.000207,-207,-1.25E-09,453.864657,,109.494652,-0.817505,-0.816593,-1.189942,-0.000105,-105,1.29E-08,11342.1329,,79.179131,0.5,0.498964,0.778463,5.55E-05,5.55E+01,3.02E-08,14021.91603
88.344754,-0.484,-0.483156,-4.83156,-0.093918,-0.000206,-206,-2.16E-09,454.944589,,113.314456,-0.816505,-0.816593,-1.191466,-0.000105,-105,-4.28E-09,11347.1858,,82.994107,0.5,0.498964,0.769361,5.56E-05,5.56E+01,-7.79E-08,13839.08348
92.565626,-0.483,-0.481203,-4.81203,-0.09366,-0.000206,-206,7.00E-10,454.781022,,117.144301,-0.815505,-0.814579,-1.191257,-0.000106,-106,1.31E-08,11263.7327,,86.811249,0.5,0.498964,0.792713,5.58E-05,5.58E+01,1.29E-07,14218.51759
96.771977,-0.482,-0.481203,-4.81203,-0.093964,-0.000205,-205,-2.90E-09,457.800303,,120.98668,-0.814505,-0.814579,-1.19274,-0.000107,-107,-6.47E-09,11137.2281,,90.624588,0.5,0.498964,0.766777,5.56E-05,5.56E+01,-1.17E-07,13788.16895
100.99682,-0.481,-0.479189,-4.79189,-0.09356,-0.000205,-205,-1.60E-10,456.226176,,124.795063,-0.813505,-0.812565,-1.192289,-0.000106,-106,2.23E-09,11275.5851,,94.432987,0.5,0.498964,0.790125,5.57E-05,5.57E+01,9.90E-08,14197.87852
105.212541,-0.48,-0.479189,-4.79189,-0.093699,-0.000204,-204,6.90E-10,458.914691,,128.594583,-0.812505,-0.812565,-1.192701,-0.000105,-105,-4.82E-08,11323.4772,,98.218317,0.5,0.498964,0.77025,5.56E-05,5.56E+01,-1.11E-07,13843.69164
109.443899,-0.479,-0.477236,-4.77236,-0.094009,-0.000204,-204,-1.07E-09,460.54327,,132.434013,-0.811505,-0.810551,-1.188114,-0.000105,-105,-1.74E-08,11348.7336,,101.99151,0.5,0.498964,0.792471,5.57E-05,5.57E+01,7.59E-08,14219.23546
113.658864,-0.478,-0.477175,-4.77175,-0.093961,-0.000203,-203,-6.20E-10,462.076548,,136.265401,-0.810505,-0.810551,-1.186561,-0.000104,-104,-5.68E-08,11401.116,,105.802426,0.5,0.498964,0.777252,5.57E-05,5.57E+01,-7.59E-08,13948.23884
117.861992,-0.477,-0.475222,-4.75222,-0.094008,-0.000204,-204,-1.10E-10,461.937718,,140.077383,-0.809505,-0.808598,-1.181106,-0.000104,-104,1.59E-08,11381.7843,,109.632615,0.5,0.498964,0.792399,5.57E-05,5.57E+01,6.38E-08,14215.62127
122.069506,-0.476,-0.475222,-4.75222,-0.094154,-0.000202,-202,-1.13E-09,465.284336,,143.892801,-0.808505,-0.808598,-1.182899,-0.000104,-104,-3.74E-08,11391.592,,113.420799,0.5,0.498964,0.779596,5.58E-05,5.58E+01,-6.38E-08,13969.81325
126.290111,-0.475,-0.473207,-4.73207,-0.094096,-0.000202,-202,-1.46E-09,464.922465,,147.717249,-0.807505,-0.806583,-1.179343,-0.000104,-104,-1.91E-08,11301.6761,,117.217507,0.5,0.498964,0.792301,5.58E-05,5.58E+01,4.30E-08,14188.58194
130.520476,-0.474,-0.473207,-4.73207,-0.093979,-0.000201,-201,-8.20E-10,466.513703,,151.539267,-0.806505,-0.806583,-1.177657,-0.000104,-104,1.04E-09,11271.4032,,121.036728,0.5,0.498964,0.783674,5.59E-05,5.59E+01,-4.62E-08,14025.05681
134.729162,-0.473,-0.471193,-4.71193,-0.093983,-0.000201,-201,-9.00E-11,466.430134,,155.362026,-0.805505,-0.80463,-1.177923,-0.000105,-105,7.40E-10,11237.9643,,124.858678,0.5,0.498964,0.792847,5.59E-05,5.59E+01,3.33E-08,14174.61061
138.947569,-0.472,-0.471193,-4.71193,-0.094136,-0.0002,-200,-3.60E-10,469.749559,,159.158157,-0.804505,-0.80463,-1.17821,-0.000104,-104,3.62E-09,11285.5954,,128.658707,0.5,0.498964,0.786156,5.60E-05,5.60E+01,-5.02E-08,14048.66032
143.144022,-0.471,-0.46924,-4.6924,-0.094237,-0.0002,-200,-7.50E-10,470.143483,,162.951292,-0.803505,-0.802555,-1.178757,-0.000105,-105,3.92E-08,11264.4893,,132.470799,0.5,0.498964,0.796158,5.60E-05,5.60E+01,4.19E-08,14225.26789
147.335258,-0.47,-0.46924,-4.6924,-0.094256,-0.0002,-200,1.11E-09,471.878393,,166.786126,-0.802505,-0.802555,-1.1829,-0.000105,-105,-3.93E-08,11271.0701,,136.293963,0.5,0.498964,0.787739,5.60E-05,5.60E+01,-6.40E-08,14065.05532
151.537265,-0.469,-0.467226,-4.67226,-0.094652,-0.0002,-200,-9.10E-10,474.305394,,170.607864,-0.801505,-0.800541,-1.179141,-0.000104,-104,-1.56E-08,11367.1032,,140.096841,0.5,0.498964,0.800505,5.60E-05,5.60E+01,3.50E-08,14292.93565
155.726678,-0.468,-0.467226,-4.67226,-0.094632,-0.000199,-199,-2.02E-09,476.361985,,174.435936,-0.800505,-0.800541,-1.177799,-0.000103,-103,-5.18E-08,11455.3119,,143.894379,0.5,0.498964,0.793472,5.60E-05,5.60E+01,-3.44E-08,14167.81878
159.941844,-0.467,-0.465212,-4.65212,-0.094402,-0.000199,-199,3.70E-10,474.185641,,178.249816,-0.799505,-0.798588,-1.172796,-0.000103,-103,-6.69E-09,11390.3699,,147.704213,0.5,0.498964,0.800295,5.61E-05,5.61E+01,2.01E-08,14276.51221
164.166032,-0.466,-0.465273,-4.65273,-0.094644,-0.000198,-198,-2.78E-09,478.040591,,182.041198,-0.798505,-0.798588,-1.172338,-0.000103,-103,-2.49E-08,11377.2611,,151.51299,0.5,0.498964,0.796199,5.61E-05,5.61E+01,-2.10E-08,14192.01007
168.357318,-0.465,-0.463198,-4.63198,-0.094263,-0.000198,-198,-2.81E-09,476.373314,,185.844738,-0.797505,-0.796574,-1.170035,-0.000102,-102,-1.20E-08,11416.9571,,155.346289,0.5,0.498964,0.800371,5.61E-05,5.61E+01,1.03E-08,14255.76736
172.573555,-0.464,-0.463198,-4.63198,-0.093876,-0.000197,-197,2.20E-10,476.965954,,189.701224,-0.796505,-0.796574,-1.169023,-0.000103,-103,-2.37E-08,11399.5444,,159.152559,0.5,0.498964,0.798272,5.62E-05,5.62E+01,-9.65E-09,14212.59397
176.764873,-0.463,-0.461245,-4.61245,-0.094095,-0.000197,-197,-5.20E-10,478.008324,,193.514127,-0.795505,-0.794559,-1.16685,-0.000102,-102,-1.20E-09,11451.5787,,162.952366,0.5,0.498964,0.800164,5.62E-05,5.62E+01,-4.01E-09,14242.04648
180.980652,-0.462,-0.461245,-4.61245,-0.094156,-0.000196,-196,-1.90E-10,480.599794,,197.310108,-0.794505,-0.794559,-1.166961,-0.000102,-102,-1.36E-08,11435.4186,,166.774637,0.5,0.498964,0.800925,5.61E-05,5.61E+01,-5.21E-09,14264.33857
185.19541,-0.461,-0.45923,-4.5923,-0.094288,-0.000196,-196,-5.80E-10,482.043684,,201.149348,-0.793505,-0.792545,-1.16578,-0.000103,-103,-1.63E-08,11313.1089,,170.597052,0.5,0.498964,0.801925,5.62E-05,5.62E+01,-8.55E-09,14268.04071
189.427702,-0.46,-0.45923,-4.5923,-0.094334,-0.000195,-195,-6.10E-10,484.389963,,204.948126,-0.792505,-0.792545,-1.164338,-0.000102,-102,-4.34E-09,11436.6913,,174.384562,0.5,0.498964,0.803607,5.62E-05,5.62E+01,2.30E-09,14299.91546
193.62756,-0.459,-0.457277,-4.57277,-0.094379,-0.000195,-195,-1.00E-11,484.311086,,208.738593,-0.791505,-0.790531,-1.164089,-0.000101,-101,-8.39E-08,11487.012,,178.153239,0.5,0.498964,0.803098,5.63E-05,5.63E+01,-1.87E-08,14271.74174
197.847002,-0.458,-0.457277,-4.57277,-0.094547,-0.000194,-194,1.40E-10,487.853447,,212.566093,-0.790505,-0.790592,-1.155873,-0.000102,-102,-3.88E-08,11296.5182,,181.947045,0.5,0.498964,0.806824,5.64E-05,5.64E+01,1.71E-08,14316.22293
202.062965,-0.457,-0.455263,-4.55263,-0.094748,-0.000194,-194,-4.30E-10,488.679277,,216.394151,-0.789505,-0.788578,-1.152174,-0.000103,-103,2.59E-08,11231.5821,,185.764211,0.5,0.498964,0.803374,5.64E-05,5.64E+01,-4.73E-08,14253.8149
206.271712,-0.456,-0.455263,-4.55263,-0.09483,-0.000193,-193,-2.29E-09,491.586763,,220.221526,-0.788505,-0.788578,-1.154945,-0.000103,-103,2.58E-08,11246.0944,,189.566442,0.499,0.498964,0.81279,5.64E-05,5.64E+01,4.88E-08,14400.55657
210.475662,-0.455,-0.453249,-4.53249,-0.094535,-0.000193,-193,-2.91E-09,490.201484,,224.044875,-0.787505,-0.786564,-1.157732,-0.000102,-102,-7.66E-09,11329.7994,,193.374843,0.498,0.497011,0.802956,5.61E-05,5.61E+01,-4.92E-08,14307.86982
214.657626,-0.454,-0.453249,-4.53249,-0.094122,-0.000192,-192,-1.17E-09,490.162087,,227.868889,-0.786505,-0.786564,-1.157112,-0.000102,-102,8.10E-10,11382.4619,,197.214877,0.497,0.497011,0.812758,5.61E-05,5.61E+01,7.89E-08,14477.37407
218.853554,-0.453,-0.451235,-4.51235,-0.094059,-0.000192,-192,-4.30E-10,490.506416,,231.69084,-0.785505,-0.78455,-1.157397,-0.000102,-102,2.39E-08,11383.7133,,201.00771,0.496,0.494997,0.79695,5.58E-05,5.58E+01,-9.29E-08,14271.85439
223.052522,-0.452,-0.451235,-4.51235,-0.094147,-0.000191,-191,-9.00E-10,492.625468,,235.480602,-0.784505,-0.78455,-1.159988,-0.000102,-102,-3.20E-08,11371.8932,,204.819756,0.495,0.494997,0.815452,5.60E-05,5.60E+01,9.22E-08,14566.49799
227.25777,-0.451,-0.449221,-4.49221,-0.094138,-0.000191,-191,-1.40E-10,493.050107,,239.285376,-0.783505,-0.782597,-1.15698,-0.000102,-102,-4.82E-09,11398.0044,,208.638744,0.494,0.492983,0.796948,5.57E-05,5.57E+01,-1.08E-07,14308.39901
231.465589,-0.45,-0.449221,-4.49221,-0.09428,-0.00019,-190,-2.62E-09,495.365625,,243.084792,-0.782505,-0.782597,-1.156672,-0.000101,-101,-2.40E-08,11440.6418,,212.445887,0.493,0.492983,0.818525,5.57E-05,5.57E+01,1.31E-07,14700.12166
235.665482,-0.449,-0.447268,-4.47268,-0.093928,-0.00019,-190,-1.86E-09,494.475483,,246.887272,-0.781505,-0.780582,-1.15442,-0.000101,-101,-2.73E-08,11380.4058,,216.258575,0.492,0.49103,0.7922,5.54E-05,5.54E+01,-1.33E-07,14295.4442
239.877313,-0.448,-0.447268,-4.47268,-0.093727,-0.000189,-189,4.30E-10,495.02553,,250.707902,-0.780505,-0.780582,-1.151867,-0.000101,-101,-7.86E-09,11429.8794,,220.061635,0.491,0.490969,0.818763,5.54E-05,5.54E+01,1.56E-07,14773.71018
244.079195,-0.447,-0.445314,-4.45314,-0.093984,-0.000189,-189,-2.04E-09,496.829006,,254.515501,-0.779505,-0.778629,-1.151287,-0.000101,-101,-2.41E-08,11370.4698,,223.868428,0.49,0.489016,0.787462,5.51E-05,5.51E+01,-1.47E-07,14290.78979
248.298897,-0.446,-0.445314,-4.45314,-0.09375,-0.000188,-188,-1.37E-09,497.614531,,258.337636,-0.778505,-0.778629,-1.149073,-0.000101,-101,-3.40E-08,11332.8978,,227.660457,0.489,0.489016,0.816903,5.51E-05,5.51E+01,1.62E-07,14834.14325
252.513218,-0.445,-0.4433,-4.433,-0.093648,-0.000188,-188,-1.81E-09,497.156293,,262.160761,-0.777505,-0.776615,-1.145858,-0.000101,-101,2.88E-08,11370.497,,231.481977,0.488,0.487001,0.800712,5.48E-05,5.48E+01,-1.49E-08,14617.24846
256.711527,-0.444,-0.4433,-4.433,-0.093458,-0.000187,-187,1.30E-10,498.989789,,265.967929,-0.776505,-0.776676,-1.148942,-0.000101,-101,-2.93E-08,11400.1277,,235.287892,0.487,0.487001,0.802163,5.48E-05,5.48E+01,1.91E-08,14630.15549
260.914293,-0.443,-0.441286,-4.41286,-0.093656,-0.000188,-188,-1.48E-09,499.184082,,269.777737,-0.775505,-0.774662,-1.146183,-0.0001,-100,-5.31E-09,11413.3538,,239.111926,0.486,0.485048,0.800193,5.45E-05,5.45E+01,-9.45E-09,14670.90236
265.111607,-0.442,-0.441286,-4.41286,-0.09353,-0.000186,-186,-2.22E-09,501.904257,,273.585287,-0.774505,-0.774662,-1.145833,-0.000101,-101,-2.33E-08,11392.9307,,242.92381,0.485,0.485048,0.801093,5.45E-05,5.45E+01,3.35E-08,14698.03139
269.327006,-0.441,-0.439272,-4.39272,-0.093252,-0.000186,-186,-1.74E-09,500.505896,,277.411108,-0.773505,-0.772648,-1.143691,-0.000101,-101,1.15E-08,11367.0876,,246.741142,0.484,0.483034,0.797713,5.42E-05,5.42E+01,-1.80E-08,14715.88271
273.541277,-0.44,-0.439272,-4.39272,-0.093072,-0.000186,-186,-7.50E-10,501.627305,,281.233024,-0.772505,-0.772648,-1.145035,-0.0001,-100,-2.24E-08,11447.9426,,250.543648,0.483,0.483034,0.799477,5.42E-05,5.42E+01,9.49E-09,14739.63578
277.746942,-0.439,-0.437258,-4.37258,-0.09309,-0.000185,-185,-7.10E-10,501.840444,,285.05091,-0.771505,-0.770634,-1.142961,-9.98E-05,-99.8,-2.19E-08,11448.1909,,254.369452,0.482,0.48102,0.798509,5.39E-05,5.39E+01,2.55E-08,14819.27668
281.951853,-0.438,-0.437258,-4.37258,-0.093121,-0.000184,-184,-2.06E-09,505.97723,,288.861096,-0.770505,-0.770634,-1.140933,-0.0001,-100,-3.19E-08,11352.5925,,258.189486,0.481,0.48102,0.795927,5.38E-05,5.38E+01,3.64E-08,14789.5742
286.166237,-0.437,-0.435305,-4.35305,-0.092876,-0.000184,-184,-3.80E-10,505.780928,,292.668531,-0.769505,-0.76862,-1.137928,-0.0001,-100,4.25E-08,11357.1046,,261.985176,0.48,0.479006,0.79226,5.35E-05,5.35E+01,-3.28E-09,14808.85074
290.375469,-0.436,-0.435305,-4.35305,-0.092967,-0.000183,-183,-2.43E-09,508.266483,,296.481177,-0.768505,-0.76862,-1.142385,-0.0001,-100,-1.05E-08,11414.5691,,265.786708,0.479,0.479006,0.792568,5.35E-05,5.35E+01,2.13E-08,14823.59935
294.586293,-0.435,-0.43329,-4.3329,-0.092655,-0.000183,-183,-1.94E-09,506.541126,,300.299998,-0.767505,-0.766666,-1.141511,-9.97E-05,-99.7,1.93E-08,11449.5269,,269.619212,0.478,0.476992,0.790397,5.32E-05,5.32E+01,-1.16E-08,14869.50174
298.801554,-0.434,-0.43329,-4.3329,-0.092436,-0.000182,-182,1.29E-09,508.626099,,304.105439,-0.766505,-0.766666,-1.143628,-9.96E-05,-99.6,-4.39E-08,11482.8355,,273.444674,0.477,0.476992,0.791503,5.31E-05,5.31E+01,3.98E-08,14893.84692
302.989303,-0.433,-0.431337,-4.31337,-0.092868,-0.000182,-182,6.00E-11,510.697983,,307.924339,-0.765505,-0.764652,-1.139405,-9.90E-05,-99,2.06E-08,11514.1295,,277.268463,0.476,0.475039,0.787473,5.28E-05,5.28E+01,-1.62E-08,14907.34833
307.191458,-0.432,-0.431337,-4.31337,-0.093051,-0.000181,-181,-2.22E-09,514.421928,,311.735468,-0.764505,-0.764652,-1.141615,-9.93E-05,-99.3,-3.26E-08,11492.2626,,281.09026,0.475,0.475039,0.789058,5.28E-05,5.28E+01,2.52E-08,14944.02993
311.403627,-0.431,-0.429323,-4.29323,-0.092772,-0.000181,-181,-4.00E-10,512.977315,,315.559009,-0.763505,-0.762638,-1.138509,-9.82E-05,-98.2,-1.06E-08,11593.1003,,284.894993,0.474,0.473024,0.786502,5.25E-05,5.25E+01,2.97E-09,14984.46157
315.628245,-0.43,-0.429323,-4.29323,-0.092864,-0.00018,-180,-2.76E-09,515.700097,,319.372905,-0.762505,-0.762699,-1.137619,-9.79E-05,-97.9,-1.23E-08,11621.0651,,288.703732,0.473,0.473024,0.786164,5.24E-05,5.24E+01,4.53E-08,14993.77427
319.836037,-0.429,-0.427309,-4.27309,-0.092485,-0.00018,-180,-9.00E-11,513.569298,,323.184069,-0.761505,-0.760685,-1.136584,-9.77E-05,-97.7,-1.22E-08,11635.7645,,292.51422,0.472,0.471071,0.781601,5.21E-05,5.21E+01,-2.18E-08,15004.13208
324.045132,-0.428,-0.427309,-4.27309,-0.092633,-0.000179,-179,-3.90E-10,517.329699,,326.9885,-0.760505,-0.760685,-1.135517,-9.81E-05,-98.1,-2.60E-08,11577.6194,,296.340729,0.471,0.471071,0.78378,5.22E-05,5.22E+01,1.54E-08,15028.62377
328.264811,-0.427,-0.425295,-4.25295,-0.092721,-0.000179,-179,-6.50E-10,517.651575,,330.80779,-0.759505,-0.75861,-1.133064,-9.70E-05,-97,-1.58E-08,11683.2405,,300.167427,0.47,0.469057,0.782228,5.18E-05,5.18E+01,-1.63E-09,15092.36057
332.467862,-0.426,-0.425295,-4.25295,-0.09276,-0.000178,-178,-6.80E-10,519.956266,,334.615555,-0.758505,-0.75861,-1.131682,-9.72E-05,-97.2,-4.41E-08,11643.7205,,303.986772,0.469,0.469057,0.782364,5.18E-05,5.18E+01,2.83E-08,15096.06425
336.679001,-0.425,-0.423342,-4.23342,-0.092796,-0.000178,-178,-3.17E-09,520.657825,,338.436878,-0.757505,-0.756596,-1.127437,-9.62E-05,-96.2,-1.29E-08,11721.7976,,307.798059,0.468,0.467043,0.779499,5.15E-05,5.15E+01,8.70E-10,15145.37697
340.89439,-0.424,-0.423342,-4.23342,-0.09233,-0.000177,-177,-6.00E-11,520.925762,,342.255117,-0.756505,-0.756596,-1.126323,-9.65E-05,-96.5,-3.13E-08,11674.375,,311.598498,0.467,0.467043,0.77936,5.15E-05,5.15E+01,3.05E-08,15141.84326
345.11885,-0.423,-0.421328,-4.21328,-0.092488,-0.000177,-177,-2.30E-09,521.302224,,346.048321,-0.755505,-0.754642,-1.123366,-9.63E-05,-96.3,-9.38E-09,11659.4611,,315.415676,0.466,0.465029,0.776258,5.11E-05,5.11E+01,-1.36E-09,15182.81766
349.334814,-0.422,-0.421328,-4.21328,-0.092194,-0.000177,-177,-1.08E-09,522.169968,,349.872225,-0.754505,-0.754642,-1.122634,-9.62E-05,-96.2,-3.96E-08,11673.8414,,319.232716,0.465,0.46509,0.776361,5.10E-05,5.10E+01,5.54E-08,15230.61342
353.529745,-0.421,-0.419313,-4.19313,-0.092147,-0.000177,-177,-1.87E-09,521.924058,,353.692643,-0.753505,-0.752689,-1.118871,-9.59E-05,-95.9,-2.89E-08,11671.591,,323.037852,0.464,0.463076,0.770767,5.07E-05,5.07E+01,-2.48E-08,15192.30922
357.731916,-0.42,-0.419313,-4.19313,-0.09195,-0.000175,-175,-3.00E-11,524.051236,,357.494085,-0.752505,-0.752689,-1.11618,-9.57E-05,-95.7,-2.15E-08,11658.38,,326.854563,0.463,0.463076,0.773215,5.08E-05,5.08E+01,1.60E-08,15227.81495
361.9474,-0.419,-0.417299,-4.17299,-0.092118,-0.000175,-175,-1.84E-09,525.349766,,361.292724,-0.751505,-0.750675,-1.114214,-9.55E-05,-95.5,1.45E-08,11668.1216,,330.677996,0.462,0.461061,0.771562,5.04E-05,5.04E+01,-9.93E-09,15306.66377
366.153339,-0.418,-0.417299,-4.17299,-0.09192,-0.000174,-174,-3.30E-10,526.922083,,365.101773,-0.750505,-0.750675,-1.115809,-9.61E-05,-96.1,-1.95E-08,11613.4005,,334.486038,0.461,0.461061,0.772491,5.04E-05,5.04E+01,5.32E-08,15338.26876
370.364398,-0.417,-0.415346,-4.15346,-0.092027,-0.000174,-174,-2.70E-10,527.802678,,368.888308,-0.749505,-0.748661,-1.114005,-9.49E-05,-94.9,-2.63E-09,11739.3139,,338.316602,0.46,0.459047,0.767116,5.00E-05,5.00E+01,1.02E-08,15337.27271
374.565571,-0.416,-0.415346,-4.15346,-0.092143,-0.000173,-173,-2.06E-09,531.600427,,372.688488,-0.748505,-0.748661,-1.113906,-9.58E-05,-95.8,-3.76E-08,11631.4587,,342.119557,0.459,0.459108,0.766089,5.00E-05,5.00E+01,4.16E-08,15329.64609
378.78067,-0.415,-0.413332,-4.13332,-0.091898,-0.000173,-173,-1.76E-09,530.641622,,376.475567,-0.747505,-0.746647,-1.110315,-9.54E-05,-95.4,-9.48E-09,11640.3319,,345.938223,0.458,0.457094,0.761907,4.97E-05,4.97E+01,-6.55E-09,15338.49788
382.998886,-0.414,-0.413332,-4.13332,-0.091719,-0.000172,-172,-2.09E-09,532.544267,,380.265147,-0.746505,-0.746647,-1.109535,-9.56E-05,-95.6,-3.32E-08,11609.8669,,349.75543,0.457,0.457094,0.762533,4.96E-05,4.96E+01,2.00E-08,15365.13472
387.21119,-0.413,-0.411379,-4.11379,-0.091468,-0.000172,-172,-4.80E-10,530.886452,,384.063955,-0.745505,-0.744694,-1.106381,-9.51E-05,-95.1,1.68E-08,11638.0499,,353.557003,0.456,0.45508,0.760534,4.93E-05,4.93E+01,4.64E-09,15423.11976
391.431989,-0.412,-0.411379,-4.11379,-0.091538,-0.000171,-171,1.40E-10,534.520178,,387.881523,-0.744505,-0.744694,-1.108218,-9.50E-05,-95,-2.09E-08,11670.763,,357.352813,0.455,0.45508,0.760013,4.93E-05,4.93E+01,2.01E-08,15428.0907
395.635151,-0.411,-0.409365,-4.09365,-0.091734,-0.000171,-171,-1.67E-09,535.663735,,391.693381,-0.743505,-0.74268,-1.106322,-9.40E-05,-94,-2.15E-08,11765.5689,,361.18295,0.454,0.453066,0.757975,4.89E-05,4.89E+01,1.70E-09,15499.56609
