0.000000,293.000000,3.641950E-5,0.001309,0.027828
4.081731,293.000000,3.621941E-5,0.001309,0.027674
8.122102,293.000000,3.640669E-5,0.001309,0.027817
12.163975,293.000000,3.654136E-5,0.001309,0.027920
16.196753,293.000000,3.637362E-5,0.001309,0.027792
20.199435,293.000000,3.646878E-5,0.001309,0.027865
24.244643,293.000000,3.647150E-5,0.001309,0.027867
28.285781,293.000000,3.650355E-5,0.001309,0.027891
32.333305,293.000000,3.652067E-5,0.001309,0.027904
36.355306,293.000000,3.648645E-5,0.001309,0.027878
40.399446,293.000000,3.657063E-5,0.001309,0.027942
44.451501,293.000000,3.635103E-5,0.001309,0.027774
48.499929,293.000000,3.640452E-5,0.001309,0.027815
52.523603,293.000000,3.655013E-5,0.001309,0.027926
56.584826,293.000000,3.638691E-5,0.001309,0.027802
60.622139,293.000000,3.648733E-5,0.001309,0.027878
64.687825,293.010000,3.639835E-5,0.001309,0.027811
68.751830,293.000000,3.642407E-5,0.001309,0.027831
72.823138,293.000000,3.653889E-5,0.001309,0.027918
76.887689,293.000000,3.650963E-5,0.001309,0.027896
80.919179,293.000000,3.644395E-5,0.001309,0.027846
84.956336,292.990000,3.651856E-5,0.001309,0.027903
89.006994,293.000000,3.648614E-5,0.001309,0.027878
93.057771,292.990000,3.643280E-5,0.001309,0.027837
97.102624,292.950000,3.640546E-5,0.001309,0.027816
101.134436,292.820000,3.658640E-5,0.001309,0.027954
105.202299,292.580000,3.645314E-5,0.001309,0.027852
109.241652,292.280000,3.638731E-5,0.001309,0.027802
113.316521,291.940000,3.645504E-5,0.001309,0.027853
117.349511,291.630000,3.667165E-5,0.001309,0.028019
121.399753,291.350000,3.663103E-5,0.001309,0.027987
125.455269,291.150000,3.657807E-5,0.001309,0.027947
129.491117,290.980000,3.651096E-5,0.001309,0.027896
133.538715,290.830000,3.665147E-5,0.001309,0.028003
137.591431,290.670000,3.677499E-5,0.001309,0.028097
141.642803,290.480000,3.669457E-5,0.001309,0.028035
145.660664,290.270000,3.668978E-5,0.001309,0.028032
149.705426,290.050000,3.687306E-5,0.001309,0.028172
153.752069,289.810000,3.690200E-5,0.001309,0.028194
157.793225,289.600000,3.690959E-5,0.001309,0.028199
161.830622,289.380000,3.686864E-5,0.001309,0.028168
165.867176,289.180000,3.690974E-5,0.001309,0.028199
169.908264,288.990000,3.672330E-5,0.001309,0.028057
173.947939,288.800000,3.682451E-5,0.001309,0.028134
178.007996,288.600000,3.701412E-5,0.001309,0.028279
182.073022,288.400000,3.695115E-5,0.001309,0.028230
186.136239,288.200000,3.712146E-5,0.001309,0.028361
190.172914,288.000000,3.699137E-5,0.001309,0.028261
194.212364,287.780000,3.698651E-5,0.001309,0.028257
198.224242,287.570000,3.710859E-5,0.001309,0.028351
202.255151,287.340000,3.719950E-5,0.001309,0.028420
206.280563,287.090000,3.722210E-5,0.001309,0.028437
210.280926,286.850000,3.688624E-5,0.001309,0.028180
214.335786,286.640000,3.722805E-5,0.001309,0.028442
218.350669,286.460000,3.732931E-5,0.001309,0.028519
222.375278,286.300000,3.731228E-5,0.001309,0.028505
226.418552,286.110000,3.729283E-5,0.001309,0.028490
230.437866,285.910000,3.742800E-5,0.001309,0.028594
234.450098,285.710000,3.732436E-5,0.001309,0.028514
238.500439,285.520000,3.739472E-5,0.001309,0.028568
242.548831,285.330000,3.749018E-5,0.001309,0.028641
246.574678,285.140000,3.741328E-5,0.001309,0.028582
250.611174,284.950000,3.751326E-5,0.001309,0.028659
254.625350,284.750000,3.759135E-5,0.001309,0.028718
258.672172,284.550000,3.750197E-5,0.001309,0.028649
