PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557458244,,5.00E+01,2.06E+02,1.56E-06,1.41E-08,-4.26E-02,1.10E-02,3,8.94E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.81E+00,0,,0
1557458258,,5.00E+01,2.04E+02,1.59E-06,5.86E-09,-2.33E-02,9.02E-03,3,9.11E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.69E+00,0,,0
1557458272,,5.00E+01,2.02E+02,1.54E-06,7.39E-09,-4.41E-02,1.28E-02,3,8.92E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.88E+00,0,,0
1557458287,,5.00E+01,1.99E+02,1.55E-06,5.10E-09,-3.19E-02,7.71E-03,3,9.07E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.54E+00,0,,0
1557458303,,5.00E+01,1.97E+02,1.55E-06,2.06E-08,-3.96E-02,7.60E-03,3,9.15E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.74E+00,0,,0
1557458320,,5.00E+01,1.94E+02,1.53E-06,3.01E-08,-2.98E-02,3.14E-03,3,9.09E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.75E+00,0,,0
1557458335,,5.00E+01,1.92E+02,1.53E-06,2.59E-08,-2.26E-02,1.95E-03,3,9.21E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.59E+00,0,,0
1557458350,,5.00E+01,1.90E+02,1.57E-06,6.02E-08,-3.08E-02,6.04E-03,3,9.06E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.79E+00,0,,0
1557458366,,5.00E+01,1.87E+02,1.59E-06,5.94E-08,-5.53E-02,1.55E-02,3,9.13E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.96E+00,0,,0
1557458381,,5.00E+01,1.85E+02,1.60E-06,2.19E-08,-2.77E-02,6.63E-03,3,9.08E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.82E+00,0,,0
