[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1557474810.224000 5/10/2019, 4:53:30 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: 190519_PlatedSn_onSi_5.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1557476381.006,,1.000000e+001,1.740313e+002,8.190370e-007,5.633976e-008,-6.502055e-002,1.545286e-002,3,8.730003e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.483704e+000,0,,0,
1557476394.976,,1.000000e+001,1.720733e+002,8.297549e-007,6.659330e-008,-6.289455e-002,8.392020e-003,3,8.607582e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.694992e+000,0,,0,
1557476409.446,,1.000000e+001,1.700037e+002,8.549316e-007,1.451471e-008,-6.176935e-002,1.919656e-002,3,8.864565e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.527298e+000,0,,0,
1557476425.216,,1.000000e+001,1.677618e+002,7.894133e-007,4.123621e-009,-6.238677e-002,4.366332e-003,3,8.285728e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.546402e+000,0,,0,
1557476440.936,,1.000000e+001,1.654086e+002,8.003553e-007,1.122022e-008,-7.781724e-002,1.802347e-003,3,8.591993e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.764404e+000,0,,0,
1557476455.906,,1.000000e+001,1.632849e+002,8.235432e-007,1.722622e-008,-7.576945e-002,6.513163e-003,3,8.697950e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.796997e+000,0,,0,
1557476470.506,,1.000000e+001,1.609501e+002,8.226285e-007,5.838594e-009,-7.858714e-002,8.343422e-003,3,8.730698e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.794189e+000,0,,0,
1557476486.176,,1.000000e+001,1.587538e+002,8.080742e-007,3.297514e-008,-7.169437e-002,7.243500e-003,3,8.669242e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.843201e+000,0,,0,
1557476501.996,,1.000000e+001,1.563304e+002,8.232049e-007,1.532792e-008,-8.182619e-002,1.403258e-003,3,8.630753e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.879807e+000,0,,0,
1557476516.246,,1.000000e+001,1.539784e+002,8.075586e-007,2.223022e-008,-9.897313e-002,1.288102e-003,3,8.666281e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.522095e+000,0,,0,
1557476530.466,,1.000000e+001,1.517101e+002,8.323245e-007,8.194386e-009,-6.685488e-002,6.818019e-003,3,8.610808e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.549194e+000,0,,0,
1557476545.476,,1.000000e+001,1.494508e+002,7.838214e-007,4.588066e-009,-9.033367e-002,2.540405e-002,3,8.192853e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.774506e+000,0,,0,
1557476561.256,,1.000000e+001,1.471007e+002,8.150291e-007,1.096386e-008,-5.084237e-002,5.774268e-003,3,8.489332e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.811600e+000,0,,0,
1557476576.006,,1.000000e+001,1.447159e+002,8.354097e-007,2.460225e-008,-7.668494e-002,6.963813e-003,3,8.668855e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.843399e+000,0,,0,
1557476592.476,,1.000000e+001,1.420235e+002,8.414334e-007,9.800834e-009,-6.466712e-002,1.064625e-002,3,8.886081e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.887100e+000,0,,0,
1557476607.956,,1.000000e+001,1.395367e+002,8.194845e-007,3.241704e-008,-7.994679e-002,2.033510e-002,3,8.411914e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.152695e+000,0,,0,
1557476624.176,,1.000000e+001,1.367817e+002,8.104679e-007,1.118569e-008,-8.368780e-002,2.918870e-002,3,8.156554e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.968002e+000,0,,0,
1557476639.337,,1.000000e+001,1.341788e+002,8.393939e-007,5.380832e-008,-6.717589e-002,2.483503e-004,3,8.450940e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.793304e+000,0,,0,
1557476654.967,,1.000000e+001,1.315053e+002,8.221459e-007,3.646333e-008,-6.726043e-002,2.145251e-002,3,8.445864e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.802200e+000,0,,0,
1557476671.117,,1.000000e+001,1.286404e+002,8.162163e-007,3.622356e-008,-7.188734e-002,1.611938e-002,3,8.222573e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.055298e+000,0,,0,
1557476685.937,,1.000000e+001,1.261354e+002,8.148580e-007,4.533418e-008,-8.183928e-002,1.433862e-003,3,8.738153e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.107498e+000,0,,0,
1557476701.457,,1.000000e+001,1.232987e+002,8.412178e-007,1.541960e-008,-7.424690e-002,7.875955e-003,3,8.525297e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.933998e+000,0,,0,
1557476716.177,,1.000000e+001,1.207219e+002,8.258655e-007,8.595565e-009,-7.597736e-002,1.513679e-002,3,8.694766e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.980598e+000,0,,0,
1557476732.717,,1.000000e+001,1.176308e+002,7.892756e-007,1.542901e-009,-7.897024e-002,1.175791e-002,3,8.104850e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.267403e+000,0,,0,
1557476748.187,,1.000000e+001,1.147063e+002,8.053436e-007,2.378433e-008,-6.340061e-002,1.809024e-002,3,8.464430e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.344398e+000,0,,0,
1557476763.157,,1.000000e+001,1.120217e+002,8.376554e-007,3.474176e-008,-6.904472e-002,3.184574e-003,3,8.684541e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.093102e+000,0,,0,
1557476778.327,,1.000000e+001,1.090330e+002,8.296847e-007,3.434339e-008,-7.244260e-002,1.952817e-002,3,8.513653e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.586502e+000,0,,0,
1557476793.897,,1.000000e+001,1.059295e+002,8.272424e-007,3.644560e-008,-6.646816e-002,1.283311e-002,3,8.706521e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.111404e+000,0,,0,
1557476808.567,,1.000000e+001,1.031537e+002,8.247906e-007,3.581708e-008,-5.751812e-002,2.653848e-002,3,8.641717e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.910896e+000,0,,0,
1557476823.837,,1.000000e+001,1.001577e+002,7.907720e-007,4.032609e-008,-7.127877e-002,1.471887e-002,3,8.394198e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.336555e+000,0,,0,
1557476839.657,,1.000000e+001,9.695550e+001,8.122431e-007,6.662068e-008,-6.212024e-002,8.853709e-004,3,8.218176e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.615486e+000,0,,0,
1557476854.427,,1.000000e+001,9.392187e+001,7.960665e-007,2.740275e-008,-9.207527e-002,1.529467e-002,3,8.364308e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.474815e+000,0,,0,
1557476870.147,,1.000000e+001,9.050668e+001,8.056539e-007,1.586444e-008,-6.575423e-002,1.169895e-002,3,8.492533e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.296295e+000,0,,0,
1557476884.797,,1.000000e+001,8.715757e+001,8.444205e-007,4.004589e-008,-5.177235e-002,8.319398e-003,3,8.618654e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.338760e+000,0,,0,
1557476900.627,,1.000000e+001,8.385597e+001,8.450571e-007,3.780441e-008,-7.772516e-002,7.330338e-003,3,8.646994e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.655930e+000,0,,0,
1557476915.807,,1.000000e+001,8.034643e+001,7.961081e-007,1.866345e-009,-6.590518e-002,5.358737e-003,3,8.252433e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.152565e+000,0,,0,
1557476931.127,,1.000000e+001,7.696091e+001,8.561897e-007,1.157256e-008,-5.237110e-002,1.467373e-002,3,8.775206e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.438637e+000,0,,0,
1557476945.597,,1.000000e+001,7.376155e+001,8.280303e-007,9.412395e-009,-6.145396e-002,1.981549e-002,3,8.368904e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.417664e+000,0,,0,
1557476961.217,,1.000000e+001,7.060142e+001,8.141476e-007,5.973840e-008,-6.116101e-002,2.237312e-002,3,8.569767e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.127998e+000,0,,0,
1557476978.617,,1.000000e+001,6.697305e+001,8.065660e-007,1.983552e-009,-8.546031e-002,4.676920e-002,3,8.222347e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.340858e+000,0,,0,
1557476993.187,,1.000000e+001,6.391908e+001,8.502616e-007,8.539410e-008,-6.693390e-002,1.987985e-002,3,8.424294e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.728912e+000,0,,0,
1557477008.927,,1.000000e+001,6.084720e+001,8.166826e-007,1.860276e-009,-9.061143e-002,9.076319e-003,3,8.284539e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.913109e+000,0,,0,
1557477024.207,,1.000000e+001,5.814069e+001,8.555783e-007,2.883419e-008,-5.786303e-002,1.751094e-003,3,8.776243e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.102322e+000,0,,0,
1557477039.927,,1.000000e+001,5.519461e+001,8.428407e-007,3.071042e-008,-6.859944e-002,1.498408e-002,3,8.787726e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.072247e+000,0,,0,
1557477056.167,,1.000000e+001,5.226866e+001,8.427745e-007,8.053705e-009,-8.117634e-002,1.365897e-002,3,8.656444e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.099392e+000,0,,0,
1557477070.657,,1.000000e+001,4.973978e+001,8.401873e-007,6.221783e-008,-6.396479e-002,1.255460e-002,3,8.619733e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.077019e+000,0,,0,
1557477085.917,,1.000000e+001,4.675646e+001,8.563552e-007,1.119883e-008,-6.978314e-002,1.483429e-002,3,8.672868e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.974133e+000,0,,0,
1557477101.147,,1.000000e+001,4.381381e+001,8.439036e-007,4.931768e-008,-6.468934e-002,2.155232e-004,3,8.540033e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.508400e+000,0,,0,
1557477116.137,,1.000000e+001,4.087567e+001,8.682608e-007,1.120607e-008,-6.025220e-002,2.139743e-004,3,9.054539e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.706421e+000,0,,0,
1557477131.607,,1.000000e+001,3.741677e+001,8.349639e-007,2.355048e-008,-5.830456e-002,2.807746e-002,3,8.595591e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.532532e+000,0,,0,
1557477146.857,,1.000000e+001,3.362621e+001,8.131016e-007,4.219906e-008,-8.534241e-002,1.980627e-002,3,8.615913e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.993999e+000,0,,0,
1557477162.327,,1.000000e+001,2.894664e+001,7.934526e-007,5.163891e-009,-8.500044e-002,2.491790e-003,3,8.460343e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.867180e+000,0,,0,
1557477176.827,,1.000000e+001,2.359639e+001,8.524996e-007,2.201285e-008,-6.322505e-002,1.472816e-002,3,8.476199e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.845560e+000,0,,0,
1557477191.077,,1.000000e+001,1.334044e+001,7.628073e-007,2.913087e-009,-1.392173e-001,7.322346e-002,3,4.337659e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.122241e+001,0,,0,
1557479935.101,,1.000000e+001,9.997964e+000,8.198205e-007,3.381190e-008,-7.022406e-002,9.933870e-003,3,8.392274e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,8.035660e-003,0,,0,
1557479948.291,,1.000000e+001,9.997763e+000,8.320500e-007,4.219540e-008,-8.041056e-002,7.645701e-004,3,8.546579e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.244400e-003,0,,0,
1557479960.551,,1.000000e+001,9.999450e+000,8.285042e-007,5.392102e-008,-6.936663e-002,1.465864e-002,3,8.393260e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.505852e-003,0,,0,
1557479972.691,,1.000000e+001,9.999075e+000,8.044628e-007,5.010578e-008,-9.349603e-002,1.555338e-002,3,8.703908e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.255440e-003,0,,0,
1557479985.411,,1.000000e+001,9.998701e+000,8.495757e-007,3.598634e-008,-7.929439e-002,5.426638e-003,3,8.674097e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.003120e-003,0,,0,
1557479998.661,,1.000000e+001,9.998449e+000,8.842907e-007,2.037151e-008,-7.275310e-002,9.893462e-003,3,8.725100e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.996040e-003,0,,0,
1557480012.881,,1.000000e+001,9.998325e+000,8.699257e-007,4.230803e-008,-6.558503e-002,4.622672e-003,3,8.771954e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,9.984970e-004,0,,0,
1557480025.901,,1.000000e+001,9.995706e+000,8.293663e-007,3.264570e-008,-7.295507e-002,1.379225e-002,3,8.645509e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.988670e-003,0,,0,
1557480039.451,,1.000000e+001,9.998083e+000,8.293849e-007,2.820411e-008,-5.751722e-002,5.946162e-003,3,8.527425e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.770683e-003,0,,0,
1557480052.701,,1.000000e+001,9.996766e+000,8.756169e-007,1.916906e-008,-7.736596e-002,1.761266e-002,3,8.893642e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.487442e-003,0,,0,
1557480066.421,,1.000000e+001,9.997462e+000,8.114392e-007,2.787745e-008,-6.623382e-002,5.699279e-003,3,8.480870e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,6.528854e-003,0,,0,
1557480079.391,,1.000000e+001,1.000028e+001,8.385022e-007,3.868595e-008,-7.226263e-002,1.204042e-002,3,8.726147e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.292892e-003,0,,0,
1557480092.561,,1.000000e+001,9.997402e+000,8.735952e-007,2.757989e-008,-7.190011e-002,4.094724e-004,3,8.911936e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,8.786201e-003,0,,0,
1557480105.631,,1.000000e+001,1.000021e+001,8.599120e-007,5.231570e-008,-6.235708e-002,7.193476e-003,3,8.697770e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.023552e-003,0,,0,
1557480120.111,,1.000000e+001,9.999469e+000,8.443009e-007,2.945512e-008,-8.469391e-002,2.345583e-003,3,8.791035e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,9.274483e-003,0,,0,
1557480134.131,,1.000000e+001,9.998273e+000,8.470427e-007,1.395906e-008,-6.562351e-002,8.619162e-003,3,8.860013e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,6.020546e-003,0,,0,
1557480147.601,,1.000000e+001,9.998826e+000,8.606406e-007,6.172649e-010,-7.274997e-002,1.258004e-002,3,8.718678e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.255440e-003,0,,0,
1557480161.111,,1.000000e+001,9.998766e+000,8.517424e-007,1.364137e-008,-6.760491e-002,9.835747e-003,3,8.705903e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.013062e-003,0,,0,
1557480174.601,,1.000000e+001,9.998894e+000,8.238979e-007,3.479626e-009,-7.341897e-002,3.566213e-003,3,8.486223e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.013062e-003,0,,0,
1557480187.861,,1.000000e+001,9.999582e+000,8.072708e-007,1.246713e-008,-7.010999e-002,6.535680e-003,3,8.676034e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.775597e-003,0,,0,
1557480201.132,,1.000000e+001,9.996910e+000,8.005526e-007,1.088954e-008,-8.761971e-002,1.817583e-002,3,8.510806e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,9.306908e-003,0,,0,
1557480214.412,,1.000000e+001,9.999710e+000,7.958724e-007,7.790754e-009,-8.756661e-002,1.113706e-002,3,8.431921e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.545212e-003,0,,0,
1557480227.172,,1.000000e+001,1.000002e+001,8.325015e-007,7.458226e-009,-6.943590e-002,8.957881e-003,3,8.832716e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.255440e-003,0,,0,
1557480241.142,,1.000000e+001,9.997639e+000,8.597389e-007,3.175926e-008,-8.042882e-002,1.304449e-002,3,8.783704e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,9.975433e-004,0,,0,
1557480255.652,,1.000000e+001,9.998458e+000,8.136865e-007,2.787640e-008,-8.115706e-002,1.234058e-002,3,8.402375e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.273415e-003,0,,0,
1557480269.372,,1.000000e+001,9.998079e+000,8.134824e-007,3.137596e-008,-7.563205e-002,2.200691e-002,3,8.633339e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.262924e-003,0,,0,
1557480282.902,,1.000000e+001,1.000027e+001,8.449869e-007,4.502734e-009,-6.847152e-002,2.400263e-005,3,8.754193e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.785133e-003,0,,0,
1557480296.912,,1.000000e+001,9.998761e+000,8.406797e-007,3.118146e-008,-6.157557e-002,7.169468e-004,3,8.867116e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,9.984970e-004,0,,0,
1557480311.142,,1.000000e+001,9.999771e+000,8.055727e-007,1.459015e-008,-8.484355e-002,1.840246e-002,3,8.535688e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.034996e-003,0,,0,
1557480324.622,,1.000000e+001,9.998077e+000,8.265563e-007,1.146982e-008,-8.660856e-002,3.793612e-003,3,8.629580e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.002571e-003,0,,0,
1557480338.352,,1.000000e+001,9.998327e+000,8.510387e-007,2.156914e-008,-6.741418e-002,4.104876e-003,3,8.656629e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.751755e-003,0,,0,
1557480351.642,,1.000000e+001,9.999767e+000,8.443617e-007,1.891342e-008,-8.484031e-002,3.071942e-003,3,8.695212e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.273415e-003,0,,0,
1557480365.162,,1.000000e+001,9.999510e+000,8.299737e-007,6.043223e-009,-7.667057e-002,9.398047e-003,3,8.724592e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.987717e-004,0,,0,
1557480379.152,,1.000000e+001,9.998387e+000,8.467898e-007,1.162530e-008,-8.227195e-002,9.892493e-003,3,8.870020e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.744675e-003,0,,0,
1557480393.422,,1.000000e+001,9.999640e+000,8.170805e-007,1.075432e-008,-7.984306e-002,6.133341e-003,3,8.613251e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.765656e-003,0,,0,
1557480407.392,,1.000000e+001,9.998207e+000,8.332219e-007,3.954949e-008,-7.093009e-002,2.306857e-002,3,8.513301e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.510330e-003,0,,0,
1557480421.412,,1.000000e+001,9.999960e+000,8.590077e-007,1.857446e-008,-6.399360e-002,2.742372e-003,3,8.927721e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.045891e-003,0,,0,
1557480435.382,,1.000000e+001,9.998523e+000,8.052089e-007,5.364300e-008,-6.543098e-002,1.071541e-002,3,8.177732e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,7.530212e-003,0,,0,
1557480450.382,,1.000000e+001,1.000077e+001,8.383623e-007,2.739487e-008,-6.727515e-002,1.339439e-002,3,9.017224e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.787041e-003,0,,0,
1557480463.362,,1.000000e+001,9.998461e+000,8.430106e-007,2.290287e-008,-6.890028e-002,2.166796e-002,3,8.781241e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,6.031990e-003,0,,0,
1557480477.532,,1.000000e+001,9.998823e+000,8.369022e-007,6.359231e-009,-7.187417e-002,4.232934e-003,3,8.727009e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.747131e-003,0,,0,
1557480490.852,,1.000000e+001,9.999461e+000,8.264115e-007,8.502636e-009,-8.013881e-002,1.702385e-003,3,8.695724e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.272865e-003,0,,0,
1557480503.852,,1.000000e+001,9.999640e+000,8.169148e-007,1.803208e-008,-7.439735e-002,3.468686e-004,3,8.517815e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.515244e-003,0,,0,
1557480517.522,,1.000000e+001,9.999079e+000,8.650638e-007,4.068542e-008,-6.051923e-002,1.574893e-002,3,8.817241e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.262924e-003,0,,0,
1557480532.092,,1.000000e+001,9.999397e+000,8.601417e-007,3.949097e-009,-6.681217e-002,1.610699e-002,3,8.975784e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.783081e-003,0,,0,
1557480546.062,,1.000000e+001,1.000014e+001,8.152296e-007,3.254526e-008,-6.840390e-002,4.161258e-003,3,8.600514e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.752708e-003,0,,0,
1557480560.282,,1.000000e+001,9.998015e+000,8.410834e-007,1.737132e-008,-7.335168e-002,5.507039e-003,3,8.658283e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,5.249977e-003,0,,0,
1557480574.202,,1.000000e+001,1.000084e+001,8.239797e-007,1.717007e-008,-6.547753e-002,8.954204e-003,3,8.815997e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.036903e-003,0,,0,
