[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1557474810.224000 5/10/2019, 4:53:30 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: 190519_PlatedSn_onSi_5.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1557474810.224,,1.000000e+001,3.900618e+002,7.561471e-007,5.150787e-009,-1.215079e-002,3.699120e-003,3,8.671821e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.349854e-002,0,,0,
1557474867.694,,1.000000e+001,3.887912e+002,7.698336e-007,3.312333e-008,-2.527967e-002,2.832646e-003,3,8.828301e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.268127e-001,0,,0,
1557474905.264,,1.000000e+001,3.877610e+002,6.649473e-007,1.790687e-008,-4.687182e-002,1.173779e-002,3,8.069021e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,3.016968e-001,0,,0,
1557474936.984,,1.000000e+001,3.866788e+002,6.758174e-007,4.341088e-008,-4.340500e-002,8.357219e-003,3,8.195375e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,4.617920e-001,0,,0,
1557474960.454,,1.000000e+001,3.854652e+002,7.384133e-007,2.613325e-008,-2.312232e-002,5.738202e-003,3,8.360075e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,7.797241e-001,0,,0,
1557474975.624,,1.000000e+001,3.843734e+002,7.054111e-007,4.540312e-008,-3.637603e-003,1.988541e-002,3,8.409697e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.003601e+000,0,,0,
1557474993.384,,1.000000e+001,3.828520e+002,7.171946e-007,1.257939e-008,-2.742324e-002,1.432796e-002,3,8.391756e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.175720e+000,0,,0,
1557475008.204,,1.000000e+001,3.813207e+002,7.196462e-007,4.413020e-009,-2.444307e-002,3.616805e-003,3,8.464085e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.435394e+000,0,,0,
1557475023.424,,1.000000e+001,3.795628e+002,6.683510e-007,9.103461e-009,-2.700689e-002,3.171009e-003,3,8.242332e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.355286e+000,0,,0,
1557475040.144,,1.000000e+001,3.774535e+002,7.226191e-007,2.156790e-008,-3.041591e-002,1.079192e-002,3,8.786443e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.471802e+000,0,,0,
1557475054.164,,1.000000e+001,3.756511e+002,7.311743e-007,2.410995e-008,-1.963165e-002,3.561969e-002,3,8.547083e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.739502e+000,0,,0,
1557475070.884,,1.000000e+001,3.732054e+002,7.314247e-007,1.118103e-008,-4.168794e-002,8.127382e-003,3,8.305607e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.843781e+000,0,,0,
1557475086.854,,1.000000e+001,3.706921e+002,7.643878e-007,1.303668e-008,-2.772929e-002,2.114871e-003,3,8.807359e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.902588e+000,0,,0,
1557475103.324,,1.000000e+001,3.681354e+002,6.943146e-007,8.590098e-009,-1.669325e-002,1.007182e-002,3,8.506065e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.646881e+000,0,,0,
1557475119.564,,1.000000e+001,3.653846e+002,7.125381e-007,1.187824e-008,-2.775514e-002,1.467067e-002,3,8.424070e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.744415e+000,0,,0,
1557475136.584,,1.000000e+001,3.625559e+002,7.764766e-007,2.074427e-008,-2.699500e-002,1.043375e-002,3,8.771555e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.160095e+000,0,,0,
1557475152.304,,1.000000e+001,3.597716e+002,7.177216e-007,2.116495e-008,-1.950332e-002,1.705900e-002,3,8.435949e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.648224e+000,0,,0,
1557475170.084,,1.000000e+001,3.566578e+002,7.406288e-007,1.714374e-008,-2.266693e-002,2.429970e-003,3,8.670939e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.262115e+000,0,,0,
1557475186.314,,1.000000e+001,3.537095e+002,7.642815e-007,1.166264e-008,-4.347965e-002,6.010343e-003,3,8.528109e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.146088e+000,0,,0,
1557475202.115,,1.000000e+001,3.507330e+002,7.425298e-007,7.392363e-008,-4.591304e-002,2.910925e-002,3,8.409178e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.333679e+000,0,,0,
1557475218.635,,1.000000e+001,3.477394e+002,7.371106e-007,6.239733e-008,-5.782639e-002,9.339241e-004,3,8.437943e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.161621e+000,0,,0,
1557475235.165,,1.000000e+001,3.446373e+002,7.723935e-007,8.378114e-009,-4.041354e-002,3.990063e-003,3,8.841569e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.375000e+000,0,,0,
1557475251.135,,1.000000e+001,3.415976e+002,7.043140e-007,3.810346e-009,-3.866678e-002,2.424164e-002,3,8.149617e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.204773e+000,0,,0,
1557475266.805,,1.000000e+001,3.385935e+002,7.460562e-007,1.139358e-008,-6.206040e-002,5.119394e-003,3,8.531340e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.198303e+000,0,,0,
1557475282.185,,1.000000e+001,3.356772e+002,7.813305e-007,5.082216e-009,-4.613135e-002,7.319195e-004,3,8.745446e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.133209e+000,0,,0,
1557475299.965,,1.000000e+001,3.325237e+002,7.611198e-007,6.667040e-009,-5.585810e-002,4.124457e-002,3,8.644550e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.233002e+000,0,,0,
1557475316.195,,1.000000e+001,3.293363e+002,7.903619e-007,3.638105e-008,-6.123953e-002,9.746530e-003,3,8.911405e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.223572e+000,0,,0,
1557475331.105,,1.000000e+001,3.265184e+002,7.447835e-007,1.648552e-008,-4.642166e-002,2.759062e-003,3,8.477255e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.036804e+000,0,,0,
1557475347.175,,1.000000e+001,3.234614e+002,7.416685e-007,5.412565e-008,-4.562230e-002,1.074859e-002,3,8.396981e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.028503e+000,0,,0,
1557475363.695,,1.000000e+001,3.203554e+002,7.433297e-007,2.059354e-008,-5.018289e-002,3.392898e-003,3,8.555747e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.204285e+000,0,,0,
1557475380.135,,1.000000e+001,3.174025e+002,7.533314e-007,1.709181e-008,-3.452843e-002,5.887577e-003,3,8.628331e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.239685e+000,0,,0,
1557475397.455,,1.000000e+001,3.141333e+002,7.520355e-007,6.628738e-008,-5.070176e-002,2.810797e-002,3,8.374802e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.203217e+000,0,,0,
1557475413.925,,1.000000e+001,3.110076e+002,7.287450e-007,1.548810e-008,-4.175299e-002,2.295698e-002,3,8.322122e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.219574e+000,0,,0,
1557475428.905,,1.000000e+001,3.083042e+002,7.349741e-007,4.349834e-010,-5.912245e-002,4.094540e-003,3,8.561380e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.003479e+000,0,,0,
1557475444.375,,1.000000e+001,3.054014e+002,7.470610e-007,1.481416e-008,-7.443805e-002,8.453320e-003,3,8.109071e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.020691e+000,0,,0,
1557475461.655,,1.000000e+001,3.023885e+002,7.457909e-007,3.415066e-008,-5.038293e-002,9.423113e-004,3,8.351696e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.377197e+000,0,,0,
1557475477.165,,1.000000e+001,2.994443e+002,7.689843e-007,4.746887e-008,-4.573239e-002,2.304287e-003,3,8.487067e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.194092e+000,0,,0,
1557475493.085,,1.000000e+001,2.968098e+002,8.216102e-007,4.855480e-009,-4.705321e-002,3.041377e-003,3,8.652720e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.127197e+000,0,,0,
1557475507.905,,1.000000e+001,2.941215e+002,7.567868e-007,1.758286e-008,-6.145083e-002,1.056336e-002,3,8.479717e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.956421e+000,0,,0,
1557475525.905,,1.000000e+001,2.909889e+002,8.001978e-007,3.297867e-009,-8.106264e-002,3.267091e-002,3,8.655362e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.294403e+000,0,,0,
1557475540.745,,1.000000e+001,2.884200e+002,7.288455e-007,8.871178e-009,-7.667910e-002,1.657798e-002,3,8.556254e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.152679e+000,0,,0,
1557475555.915,,1.000000e+001,2.857778e+002,7.602947e-007,2.390214e-008,-8.388101e-002,2.545465e-002,3,8.412880e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.929779e+000,0,,0,
1557475570.735,,1.000000e+001,2.833235e+002,8.538195e-007,2.363859e-008,-4.964601e-002,4.772735e-004,3,8.736611e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,2.149109e+000,0,,0,
1557475588.205,,1.000000e+001,2.804198e+002,7.897558e-007,4.229524e-008,-6.755288e-002,7.569466e-003,3,8.771421e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.891388e+000,0,,0,
1557475603.675,,1.000000e+001,2.776373e+002,7.779540e-007,3.908766e-008,-7.771881e-002,7.466367e-003,3,8.627523e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.680817e+000,0,,0,
1557475620.155,,1.000000e+001,2.749653e+002,7.906149e-007,3.502637e-008,-6.171359e-002,4.155916e-004,3,8.826337e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.838776e+000,0,,0,
1557475636.165,,1.000000e+001,2.724536e+002,7.434526e-007,2.338010e-008,-8.054823e-002,4.178085e-002,3,8.598319e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.850098e+000,0,,0,
1557475651.675,,1.000000e+001,2.699672e+002,7.916701e-007,9.809632e-008,-6.617270e-002,9.739449e-003,3,8.587818e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.835602e+000,0,,0,
1557475668.915,,1.000000e+001,2.672637e+002,8.097410e-007,5.664508e-008,-8.753131e-002,1.221312e-002,3,8.726146e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.818298e+000,0,,0,
1557475685.625,,1.000000e+001,2.645042e+002,7.738588e-007,4.227784e-008,-6.803574e-002,3.275441e-002,3,8.604479e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.800812e+000,0,,0,
