QuickDAQ Data
2018/12/13 16:51:37
Notes:,,
Sample Rate:,109.05219, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000, 3.88622E-004, 0.0030612946,
 1.06133E-007, 3.80278E-004, 0.0030994415,
 2.12267E-007, 4.23193E-004, 0.0031542778,
 3.18400E-007, 4.01735E-004, 0.0030195713,
 4.24533E-007, 3.86238E-004, 0.0030779839,
 5.30667E-007, 3.69549E-004, 0.0029420853,
 6.36800E-007, 3.77893E-004, 0.0030004978,
 7.42933E-007, 3.80278E-004, 0.0030767918,
 8.49067E-007, 3.70741E-004, 0.0029814243,
 9.55200E-007, 3.94583E-004, 0.0030326843,
 1.06133E-006, 3.77893E-004, 0.0029969215,
 1.16747E-006, 3.89814E-004, 0.0030934811,
 1.27360E-006, 3.96967E-004, 0.0032186508,
 1.37973E-006, 4.01735E-004, 0.0032305717,
 1.48587E-006, 3.86238E-004, 0.0030696392,
 1.59200E-006, 3.80278E-004, 0.0030279160,
 1.69813E-006, 3.76701E-004, 0.0029349327,
 1.80427E-006, 4.19617E-004, 0.0032830238,
 1.91040E-006, 4.13656E-004, 0.0031852722,
 2.01653E-006, 3.69549E-004, 0.0029528141,
 2.12267E-006, 3.80278E-004, 0.0029265881,
 2.22880E-006, 3.56436E-004, 0.0027596951,
 2.33493E-006, 3.57628E-004, 0.0029957294,
 2.44107E-006, 3.73125E-004, 0.0030803680,
 2.54720E-006, 3.61204E-004, 0.0030171871,
 2.65333E-006, 3.88622E-004, 0.0031840801,
 2.75947E-006, 4.18425E-004, 0.0032758713,
 2.86560E-006, 3.95775E-004, 0.0030791759,
 2.97173E-006, 4.12464E-004, 0.0032639503,
 3.07787E-006, 4.06504E-004, 0.0032067299,
 3.18400E-006, 4.11272E-004, 0.0032341480,
 3.29013E-006, 3.48091E-004, 0.0027501583,
 3.39627E-006, 2.93255E-004, 0.0022864342,
 3.50240E-006,-3.40939E-004,-0.0031661987,
 3.60853E-006,-0.0010168552,-0.0090026855,
 3.71467E-006,-0.0010311604,-0.0091147423,
 3.82080E-006,-0.0010371208,-0.0090384483,
 3.92693E-006,-0.0010418892,-0.0089800358,
