QuickDAQ Data
2018/12/13 17:13:12
Notes:,,
Sample Rate:,109.05219, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000, 2.84910E-004, 0.0022315979,
 1.06133E-007, 2.86102E-004, 0.0022912025,
 2.12267E-007, 2.56300E-004, 0.0021421909,
 3.18400E-007, 2.70605E-004, 0.0022983551,
 4.24533E-007, 2.96831E-004, 0.0024330616,
 5.30667E-007, 3.14713E-004, 0.0024771690,
 6.36800E-007, 3.23057E-004, 0.0024759769,
 7.42933E-007, 3.33786E-004, 0.0025820732,
 8.49067E-007, 3.27826E-004, 0.0024855137,
 9.55200E-007, 3.44515E-004, 0.0025832653,
 1.06133E-006, 3.02792E-004, 0.0023376942,
 1.16747E-006, 2.95639E-004, 0.0023365021,
 1.27360E-006, 3.17097E-004, 0.0023794174,
 1.37973E-006, 3.02792E-004, 0.0023090839,
 1.48587E-006, 3.09944E-004, 0.0024271011,
 1.59200E-006, 2.87294E-004, 0.0022041798,
 1.69813E-006, 3.00407E-004, 0.0022387505,
 1.80427E-006, 3.18289E-004, 0.0023758411,
 1.91040E-006, 3.12328E-004, 0.0024247169,
 2.01653E-006, 3.27826E-004, 0.0024461746,
 2.12267E-006, 3.29018E-004, 0.0025331974,
 2.22880E-006, 3.05176E-004, 0.0024318695,
 2.33493E-006, 3.19481E-004, 0.0023972988,
 2.44107E-006, 2.44379E-004, 0.0017833710,
 2.54720E-006,-0.0011372566,-0.0096249580,
 2.65333E-006,-0.0025153160,-0.0211560726,
 2.75947E-006,-0.0025951862,-0.0218939781,
 2.86560E-006,-0.0025963783,-0.0218629837,
 2.97173E-006,-0.0025856495,-0.0217950344,
 3.07787E-006,-0.0025570393,-0.0216388702,
 3.18400E-006,-0.0025498867,-0.0214695930,
 3.29013E-006,-0.0025618076,-0.0214743614,
 3.39627E-006,-0.0025820732,-0.0215613842,
 3.50240E-006,-0.0025582314,-0.0215089321,
 3.60853E-006,-0.0025844574,-0.0218081474,
 3.71467E-006,-0.0025904179,-0.0216853619,
 3.82080E-006,-0.0025868416,-0.0216710567,
 3.92693E-006,-0.0025784969,-0.0217390060,
