光学クライオスタット 300K→50K (180806; 1K/min),,光学クライオスタット 50K→300K (180806; 1K/min),,,PPMS 300K→100K (180709; 2K/min),,PPMS 100K→300K (180709; 2K/min),
250,0.031181,218.91,0.04044,,147.8380508,0.025920013,348.8306427,0.03355421
250,0.031,219.09,0.040339,,147.5796509,0.024347108,348.4779053,0.033381526
250,0.031121,219.27,0.04055,,147.3232498,0.024752468,348.2080994,0.033416849
250,0.03103,219.44,0.040671,,147.0360489,0.024484571,347.9451447,0.033352506
250,0.031,219.62,0.040554,,146.7938004,0.024934264,347.7089996,0.033317739
250,0.030949,219.8,0.04036,,146.5269547,0.024583087,347.4376068,0.033263918
250,0.031111,219.97,0.040532,,146.2563019,0.024486602,347.175354,0.032979436
250,0.031051,220.15,0.040642,,145.9994049,0.024587668,346.8709564,0.033212751
250,0.031274,220.33,0.040563,,145.7530518,0.024885937,346.5593567,0.033292314
250,0.030949,220.5,0.040814,,145.4972,0.024515882,346.2254486,0.03313791
250,0.031031,220.68,0.040734,,145.2560959,0.02447134,345.9449005,0.033157497
250,0.030899,220.86,0.040672,,145.0029449,0.024553303,345.6826935,0.033119582
250,0.030981,221.03,0.040724,,144.7397461,0.024412527,345.4640503,0.033092325
250,0.03106,221.21,0.040964,,144.4467468,0.024425004,345.2212524,0.033114236
250,0.030971,221.39,0.040734,,144.1959991,0.024186082,344.9811401,0.033140654
250,0.031111,221.56,0.040945,,143.9153442,0.024295941,344.6853485,0.032953098
250,0.031091,221.74,0.041076,,143.6464996,0.024030929,344.4220886,0.032855771
250,0.030899,221.92,0.040924,,143.3546982,0.024215754,344.1795044,0.032932479
250,0.030992,222.1,0.041036,,143.0970535,0.024211518,343.9235992,0.03306689
250,0.031021,222.27,0.040995,,142.8312988,0.024151604,343.6615448,0.03291415
250,0.03092,222.45,0.041056,,142.5890961,0.024366605,343.4051514,0.032922846
250,0.031172,222.62,0.041145,,142.3298035,0.02412793,343.1449127,0.032924842
250,0.031051,222.8,0.041217,,142.078949,0.023957061,342.896347,0.032775311
250,0.030799,222.98,0.041116,,141.8134537,0.024033233,342.6431885,0.032875966
250,0.03101,223.16,0.041216,,141.5394974,0.024219067,342.4035492,0.032869428
250,0.031091,223.33,0.041317,,141.2699051,0.023984357,342.1634064,0.032901931
250,0.031091,223.51,0.041316,,141.0307007,0.023911273,341.9342499,0.032668478
250,0.030983,223.69,0.041115,,140.7711029,0.023888132,341.6778564,0.032788906
250,0.030951,223.86,0.041256,,140.525795,0.023846693,341.4273071,0.032625441
250,0.031142,224.04,0.041458,,140.2584457,0.023703319,341.1623383,0.032600275
250,0.031041,224.21,0.041357,,140.0112457,0.02371951,340.8959503,0.032813675
250,0.03081,224.39,0.041411,,139.7370453,0.023672008,340.6417999,0.032569727
250,0.031141,224.57,0.041589,,139.4983978,0.023648288,340.3587494,0.032386334
250,0.031062,224.75,0.041592,,139.2363968,0.023658262,340.0704956,0.032549872
250,0.031033,224.92,0.041549,,139.0010529,0.023559261,339.8100586,0.032648335
250,0.03097,225.1,0.041589,,138.7300034,0.023538363,339.5646057,0.032505578
250,0.031071,225.27,0.04166,,138.4572525,0.023548937,339.3141022,0.032506033
250,0.031141,225.45,0.04158,,138.201149,0.023392499,339.0627899,0.032402479
250,0.030931,225.63,0.041791,,137.9332504,0.023424299,338.801651,0.032584894
250,0.03113,225.8,0.04169,,137.6924057,0.023297802,338.5493927,0.032352076
250,0.030888,225.98,0.041764,,137.4243011,0.023373426,338.278595,0.032266905
250,0.030788,226.16,0.041761,,137.1801987,0.023303147,337.9871979,0.032387206
250,0.031114,226.34,0.042074,,136.9234543,0.023233527,337.7375488,0.032177869
250,0.031101,226.51,0.041711,,136.6641998,0.023162629,337.4827881,0.032323819
250,0.031132,226.69,0.041933,,136.4259033,0.022990215,337.227951,0.032085164
250,0.030808,226.87,0.041923,,136.1581039,0.023039676,336.9371033,0.032209267
250,0.031151,227.04,0.041763,,135.8995514,0.023231869,336.705307,0.032357353
250,0.031142,227.22,0.042024,,135.6353455,0.023000728,336.4467621,0.032119151
250,0.03099,227.4,0.041802,,135.3865509,0.022829961,336.1894073,0.032026656
250,0.031151,227.57,0.042316,,135.1318512,0.022922068,335.9078979,0.03215199
250,0.03096,227.75,0.042054,,134.8652496,0.022875748,335.6195068,0.032006306
250,0.03109,227.93,0.042135,,134.6007004,0.022889993,335.3343506,0.03205882
250,0.031252,228.1,0.042226,,134.3646469,0.022428124,335.0767975,0.032109881
250,0.03097,228.28,0.042437,,134.1007996,0.022822789,334.8048553,0.031967942
250,0.031162,228.46,0.042216,,133.8603973,0.022735916,334.558197,0.031952181
250,0.031191,228.63,0.042285,,133.5933533,0.02261201,334.279541,0.03182055
250,0.031315,228.81,0.042358,,133.3377533,0.022814772,334.032547,0.032081902
250,0.031069,228.98,0.042427,,133.0462494,0.022619647,333.7994385,0.031939685
250,0.031173,229.16,0.042468,,132.8017502,0.022534961,333.5479584,0.032028488
250,0.031101,229.34,0.042367,,132.5348053,0.022406578,333.2776489,0.031880882
250,0.030909,229.51,0.042538,,132.2884521,0.022144993,333.0284882,0.032059726
250,0.031091,229.69,0.042316,,132.0059509,0.022406578,332.748764,0.031902265
250,0.030869,229.87,0.042458,,131.7639542,0.022323048,332.4759979,0.032041919
250,0.030909,230.05,0.042689,,131.5059052,0.022356939,332.2036438,0.031692251
250,0.0309,230.22,0.042619,,131.248848,0.022401901,331.9520569,0.031459385
250,0.031201,230.4,0.042911,,130.9814529,0.022191219,331.6756439,0.031799931
250,0.031151,230.57,0.042659,,130.7264023,0.021862648,331.4275513,0.031698504
250,0.03114,230.75,0.042718,,130.4259491,0.0220339,331.1361084,0.031673159
250,0.03111,230.93,0.042791,,130.1912003,0.022123226,330.8653564,0.031639393
250,0.030898,231.1,0.042669,,129.9249496,0.021827704,330.5751495,0.031648721
250,0.03098,231.28,0.042821,,129.6759491,0.021629733,330.3267059,0.031433348
250,0.031191,231.46,0.0429,,129.3838501,0.021606235,330.0732422,0.031559369
250,0.031081,231.63,0.042891,,129.1281967,0.021377899,329.797699,0.031550361
250,0.031039,231.81,0.04281,,128.8729019,0.021458843,329.5072479,0.031575406
250,0.030992,231.99,0.042891,,128.6292038,0.021441494,329.2467957,0.031725881
250,0.031282,232.16,0.043053,,128.3730469,0.021395457,328.9877472,0.031535695
250,0.03108,232.34,0.042911,,128.1285553,0.021400181,328.7288513,0.031834638
250,0.030919,232.52,0.043093,,127.8362503,0.021322143,328.45961,0.031473072
250,0.031009,232.69,0.043074,,127.5793495,0.021204316,328.2198486,0.0313718
250,0.030847,232.87,0.043264,,127.323452,0.021212936,327.9528961,0.031415032
250,0.031262,233.05,0.043973,,127.0747986,0.021374744,327.7022095,0.03135145
250,0.032319,233.22,0.044353,,126.8235512,0.02111442,327.4354553,0.031474599
250,0.031009,233.4,0.044619,,126.5695992,0.021219578,327.1896057,0.031254788
250,0.030951,233.58,0.044646,,126.2982025,0.02105027,326.9186401,0.031299714
250,0.030938,233.75,0.044828,,126.0513,0.021132758,326.6683044,0.031612908
250,0.030979,233.93,0.044968,,125.7532005,0.021057907,326.4092407,0.031171415
250,0.030889,234.11,0.045213,,125.4929008,0.020629112,326.1522522,0.031399283
250,0.03112,234.28,0.045041,,125.2354012,0.020941063,325.8903046,0.031220291
250,0.031009,234.46,0.045337,,124.9678993,0.020723227,325.6431885,0.03111439
250,0.03117,234.64,0.045534,,124.7132492,0.020776107,325.357193,0.031169888
250,0.030918,234.81,0.045516,,124.4702034,0.020473948,325.0971069,0.031094041
250,0.03113,234.99,0.045536,,124.2005005,0.02073334,324.8490601,0.031104974
250,0.030959,235.17,0.04569,,123.9415512,0.020747062,324.5753937,0.031235295
250,0.030948,235.34,0.045838,,123.7010994,0.02060275,324.2893372,0.031074426
250,0.030959,235.52,0.045899,,123.438652,0.020609679,324.0150604,0.030958044
250,0.031191,235.7,0.045848,,123.1751518,0.020545473,323.7478027,0.030952236
250,0.031203,235.87,0.046049,,122.9235001,0.020345126,323.4817963,0.03088428
250,0.031131,236.05,0.0461,,122.6711502,0.020446958,323.2161102,0.030907942
250,0.030981,236.23,0.046383,,122.4085503,0.020342582,322.9697418,0.031097941
250,0.031111,236.4,0.046371,,122.1210976,0.020368298,322.7044525,0.03090947
250,0.030979,236.58,0.046442,,121.8633499,0.020269267,322.4389038,0.030846027
250,0.030849,236.76,0.046764,,121.6212997,0.020325532,322.1741943,0.030869758
250,0.030335,236.93,0.046492,,121.3567009,0.020068301,321.9155426,0.030779893
250,0.030949,237.11,0.046593,,121.0926018,0.020172794,321.6432037,0.03080179
250,0.03093,237.29,0.046664,,120.8325462,0.020195494,321.3947906,0.030685781
250,0.031081,237.46,0.046869,,120.549202,0.020096425,321.125,0.030878159
250,0.031023,237.64,0.046765,,120.2893028,0.020477859,320.8824921,0.030828222
250,0.03101,237.82,0.046887,,120.0262985,0.020063587,320.6080475,0.030785753
250,0.031053,237.99,0.046956,,119.7920494,0.019904358,320.3696899,0.03057699
250,0.031111,238.17,0.047017,,119.5251999,0.019900921,320.1098938,0.030652871
250,0.030961,238.35,0.046894,,119.2680511,0.019919619,319.8415985,0.030582078
250,0.03104,238.52,0.047031,,118.9861984,0.019837535,319.5944519,0.030644471
250,0.031143,238.7,0.046976,,118.7190475,0.019957775,319.3388367,0.030612601
250,0.031121,238.87,0.04705,,118.4646988,0.019748947,319.0865631,0.030675018
250,0.031152,239.05,0.047328,,118.1957512,0.01960929,318.8162994,0.030648212
250,0.03104,239.23,0.047339,,117.90765,0.01968938,318.5274506,0.030594068
250,0.031071,239.4,0.047358,,117.6579514,0.019978696,318.2653503,0.030188005
250,0.03104,239.58,0.047399,,117.4013519,0.019531296,318.02005,0.030527627
250,0.03089,239.76,0.047368,,117.1511497,0.019640375,317.7492523,0.030416934
250,0.031262,239.93,0.04744,,116.8958473,0.019478602,317.4727936,0.030435985
250,0.031111,240.11,0.047822,,116.6327515,0.0194674,317.2037506,0.030628057
250,0.031121,240.29,0.048015,,116.3706017,0.019408343,316.9292145,0.030305395
250,0.031,240.46,0.047782,,116.1209526,0.019289337,316.6652527,0.030348255
250,0.03101,240.64,0.048055,,115.8664017,0.019310591,316.4233551,0.030261101
250,0.031073,240.82,0.047985,,115.5957985,0.019343554,316.1717987,0.030345133
250,0.031201,240.99,0.048358,,115.3019485,0.019185346,315.9210968,0.030242009
250,0.03094,241.17,0.048327,,115.0573502,0.019086623,315.6625977,0.030294261
250,0.03104,241.35,0.048449,,114.8023529,0.019149453,315.4007568,0.030207643
250,0.03102,241.53,0.048851,,114.5465508,0.019173114,315.1427917,0.030245932
250,0.030848,241.7,0.048743,,114.2534485,0.019096759,314.8527985,0.03007247
250,0.031039,241.88,0.048732,,113.9937477,0.018893289,314.588562,0.03025865
250,0.030938,242.06,0.048722,,113.7320023,0.018990606,314.3404999,0.0301076
250,0.030919,242.23,0.049064,,113.4504471,0.019180563,314.0622559,0.029793551
250,0.031052,242.41,0.049185,,113.1664505,0.018880635,313.8070984,0.02998541
250,0.03101,242.58,0.049165,,112.9075012,0.01862855,313.5417023,0.030073351
250,0.030849,242.76,0.049407,,112.6548004,0.018911946,313.3043518,0.029892239
250,0.031019,242.94,0.049124,,112.3997993,0.018788812,313.0592957,0.029801183
250,0.031151,243.11,0.049751,,112.1366997,0.018734008,312.7960968,0.02994417
250,0.03108,243.29,0.050517,,111.8970985,0.018669251,312.5440979,0.030086069
250,0.031142,243.47,0.050871,,111.6333008,0.018727898,312.2758026,0.029841836
250,0.030928,243.64,0.050699,,111.3837509,0.018507637,312.0288391,0.029804483
250,0.031211,243.82,0.050811,,111.1409492,0.018594253,311.788559,0.029816635
250,0.031029,244,0.05088,,110.8722992,0.018611927,311.5133514,0.029822289
250,0.031001,244.17,0.050638,,110.6167984,0.018623273,311.2352448,0.029730337
250,0.031009,244.35,0.050759,,110.3675003,0.018375366,311.0024414,0.029751065
250,0.031072,244.53,0.050724,,110.105648,0.018414023,310.7494507,0.029678407
250,0.03111,244.7,0.050899,,109.8684006,0.018433871,310.499649,0.029674755
250,0.031221,244.88,0.05094,,109.6030502,0.018351401,310.2146454,0.029666188
250,0.03104,245.06,0.050839,,109.362751,0.018255641,309.9692383,0.029952085
250,0.031029,245.23,0.050994,,109.1052513,0.018420132,309.6924133,0.029632585
250,0.030999,245.41,0.05114,,108.8599014,0.018250554,309.4555511,0.02970791
250,0.030949,245.59,0.05103,,108.6063499,0.018363619,309.1840515,0.029552398
250,0.030971,245.76,0.051112,,108.3580017,0.018362473,308.9307556,0.029542584
250,0.030989,245.94,0.050992,,108.1102982,0.018176516,308.6381531,0.029544761
250,0.03102,246.12,0.05104,,107.8420486,0.018319232,308.3735046,0.029389974
250,0.031059,246.29,0.051232,,107.6016502,0.018129167,308.1016998,0.029418753
250,0.03109,246.47,0.051201,,107.3386993,0.018017398,307.8582916,0.029392705
250,0.030918,246.65,0.051162,,107.0517502,0.017944355,307.5831909,0.029399661
250,0.031102,246.82,0.051383,,106.7915497,0.017951261,307.3175049,0.029199399
250,0.031009,247,0.051495,,106.5426521,0.017951992,307.0605011,0.029337039
250,0.0311,247.18,0.051343,,106.2862473,0.018030117,306.8057556,0.029262987
250,0.031201,247.35,0.051163,,106.0303001,0.017871805,306.5470581,0.029277472
250,0.031191,247.53,0.051534,,105.7801476,0.017920736,306.2828522,0.029296052
250,0.03108,247.71,0.051617,,105.5248032,0.017734341,306.0343475,0.029122443
250,0.031019,247.88,0.051616,,105.2734032,0.018007852,305.7710114,0.029033414
250,0.03108,248.06,0.051504,,105.0051498,0.017693866,305.477951,0.029163682
250,0.031179,248.24,0.051646,,104.7689972,0.017962063,305.2241058,0.028791745
250,0.030898,248.41,0.051627,,104.5173492,0.017578549,304.9863434,0.029007127
250,0.030918,248.59,0.051788,,104.246151,0.017341366,304.7220001,0.028875693
250,0.031142,248.77,0.051728,,103.990551,0.017599933,304.4676971,0.029073568
250,0.030808,248.94,0.051575,,103.7312508,0.017435488,304.2081909,0.028896044
250,0.031101,249.12,0.051807,,103.4519501,0.017490725,303.9431458,0.028936867
250,0.031181,249.3,0.051667,,103.1823502,0.017572206,303.6903534,0.028864944
250,0.03103,249.47,0.051859,,102.889698,0.017392973,303.4246063,0.028916247
250,0.030909,249.65,0.051902,,102.635849,0.017223693,303.1727142,0.028801353
250,0.031152,249.83,0.051929,,102.3796005,0.017306677,302.8878937,0.028822314
250,0.030868,250,0.051971,,102.1251984,0.017157555,302.6269989,0.028747938
250,0.030849,250.07,0.052111,,101.8778,0.017218853,302.3470001,0.0288773
250,0.030768,250.07,0.052213,,101.6083984,0.017114312,302.08255,0.028793723
250,0.031031,250.07,0.052122,,101.3582001,0.017103536,301.8143005,0.028810095
250,0.031121,250.07,0.052031,,101.1083488,0.017061055,301.562912,0.028704979
250,0.031201,250.06,0.052203,,100.8591003,0.017057715,301.2796936,0.028681031
250,0.030929,250.06,0.052175,,100.6102982,0.016997461,300.9966583,0.028384452
250,0.031131,250.06,0.052474,,100.3179016,0.017071461,300.7453461,0.028629101
250,0.031145,250.05,0.052185,,100.0799026,0.016959305,300.4682922,0.028359013
250,0.031,250.05,0.052173,,99.87850189,0.01690345,300.2129517,0.028518366
250,0.031162,250.05,0.052505,,,,299.9691467,0.028595592
250,0.031101,250.05,0.052394,,,,299.7888489,0.028526003
250,0.031101,250.04,0.052314,,,,299.7607574,0.028454235
250,0.03094,250.04,0.052435,,,,,
250,0.03103,250.04,0.052636,,,,,
250,0.031152,250.04,0.05255,,,,,
250,0.031142,250.04,0.052606,,,,,
250,0.0309,250.04,0.052839,,,,,
250,0.030991,250.04,0.052828,,,,,
250,0.031121,250.04,0.0528,,,,,
250,0.031202,250.03,0.052606,,,,,
250,0.031191,250.03,0.052636,,,,,
250,0.031041,250.03,0.052866,,,,,
250,0.03103,250.03,0.052836,,,,,
250,0.03098,250.08,0.052836,,,,,
250,0.03102,250.25,0.052848,,,,,
250,0.031062,250.42,0.052948,,,,,
250,0.03105,250.6,0.05292,,,,,
250,0.03098,250.78,0.052857,,,,,
250,0.031039,250.96,0.052967,,,,,
250,0.031071,251.14,0.052917,,,,,
250,0.03106,251.32,0.053099,,,,,
250,0.031191,251.5,0.053083,,,,,
250,0.031141,251.68,0.052937,,,,,
250,0.03106,251.86,0.053171,,,,,
250,0.031032,252.04,0.053352,,,,,
250,0.031009,252.22,0.053284,,,,,
250,0.031071,252.39,0.0531,,,,,
250,0.0311,252.57,0.053376,,,,,
250,0.030868,252.75,0.053382,,,,,
250,0.031069,252.92,0.053477,,,,,
250,0.0311,253.1,0.053383,,,,,
250,0.031029,253.28,0.053356,,,,,
250,0.03103,253.46,0.053262,,,,,
250,0.030959,253.63,0.053437,,,,,
250,0.03095,253.81,0.053555,,,,,
250,0.031241,253.99,0.053447,,,,,
250,0.031111,254.16,0.053645,,,,,
250,0.031493,254.34,0.053656,,,,,
250,0.030676,254.52,0.053655,,,,,
250,0.031109,254.7,0.053636,,,,,
250,0.030971,254.87,0.053686,,,,,
250,0.031019,255.05,0.053676,,,,,
249.92,0.030971,255.23,0.053908,,,,,
249.75,0.0311,255.4,0.053777,,,,,
249.58,0.030898,255.58,0.053888,,,,,
249.4,0.031291,255.76,0.053867,,,,,
249.22,0.031675,255.93,0.054008,,,,,
249.04,0.03108,256.11,0.053958,,,,,
248.86,0.03119,256.29,0.053988,,,,,
248.68,0.03108,256.46,0.05406,,,,,
248.49,0.031061,256.64,0.053979,,,,,
248.32,0.030959,256.82,0.054041,,,,,
248.14,0.03108,257,0.054233,,,,,
247.96,0.030959,257.17,0.054181,,,,,
247.78,0.030968,257.35,0.054242,,,,,
247.6,0.030908,257.53,0.054321,,,,,
247.42,0.030979,257.7,0.054343,,,,,
247.24,0.030992,257.88,0.054323,,,,,
247.07,0.03105,258.06,0.054214,,,,,
246.89,0.031294,258.24,0.054376,,,,,
246.71,0.03102,258.41,0.054335,,,,,
246.53,0.03092,258.59,0.054406,,,,,
246.36,0.031039,258.76,0.054335,,,,,
246.18,0.030818,258.94,0.054395,,,,,
246,0.030858,259.12,0.05447,,,,,
245.82,0.030968,259.3,0.054466,,,,,
245.65,0.030888,259.47,0.054336,,,,,
245.47,0.030828,259.65,0.054952,,,,,
245.29,0.030769,259.83,0.054701,,,,,
245.11,0.030758,260,0.054548,,,,,
244.94,0.03092,260.18,0.0546,,,,,
244.76,0.030888,260.36,0.054548,,,,,
244.58,0.030626,260.53,0.054631,,,,,
244.41,0.03091,260.71,0.05471,,,,,
244.23,0.030768,260.89,0.054752,,,,,
244.05,0.030859,261.06,0.05471,,,,,
243.87,0.030749,261.24,0.054753,,,,,
243.7,0.030728,261.42,0.054803,,,,,
243.52,0.030638,261.59,0.05395,,,,,
243.34,0.030586,261.77,0.054884,,,,,
243.16,0.030637,261.95,0.054895,,,,,
242.99,0.030556,262.12,0.054984,,,,,
242.81,0.030597,262.3,0.054874,,,,,
242.63,0.030586,262.48,0.054985,,,,,
242.46,0.030738,262.65,0.054998,,,,,
242.28,0.030546,262.83,0.055126,,,,,
242.1,0.03073,263.01,0.055167,,,,,
241.93,0.030535,263.18,0.055034,,,,,
241.75,0.030515,263.36,0.055077,,,,,
241.57,0.030515,263.54,0.055246,,,,,
241.4,0.030516,263.71,0.055198,,,,,
241.22,0.030393,263.89,0.055398,,,,,
241.04,0.030747,264.07,0.054946,,,,,
240.86,0.030485,264.24,0.055448,,,,,
240.69,0.030515,264.42,0.055207,,,,,
240.51,0.030525,264.6,0.055469,,,,,
240.33,0.030445,264.77,0.05546,,,,,
240.16,0.030525,264.95,0.055519,,,,,
239.98,0.030474,265.13,0.055771,,,,,
239.8,0.030252,265.31,0.055429,,,,,
239.62,0.030161,265.48,0.055742,,,,,
239.45,0.03004,265.66,0.055601,,,,,
239.27,0.030324,265.84,0.055562,,,,,
239.09,0.030335,266.01,0.055609,,,,,
238.92,0.030202,266.19,0.055652,,,,,
238.74,0.030232,266.37,0.055731,,,,,
238.56,0.030312,266.54,0.055642,,,,,
238.39,0.02998,266.72,0.055711,,,,,
238.21,0.030212,266.9,0.05553,,,,,
238.03,0.030101,267.07,0.05561,,,,,
237.86,0.02999,267.25,0.055833,,,,,
237.68,0.030122,267.43,0.055753,,,,,
237.5,0.030111,267.6,0.055692,,,,,
237.33,0.02996,267.78,0.055948,,,,,
237.15,0.030131,267.96,0.055873,,,,,
236.97,0.030222,268.13,0.055794,,,,,
236.79,0.0301,268.31,0.055845,,,,,
236.62,0.030041,268.49,0.056198,,,,,
236.44,0.03003,268.66,0.056086,,,,,
236.26,0.030043,268.84,0.055925,,,,,
236.09,0.029979,269.02,0.056127,,,,,
235.91,0.0301,269.19,0.056248,,,,,
235.73,0.030151,269.37,0.056005,,,,,
235.56,0.03003,269.55,0.056239,,,,,
235.38,0.02996,269.72,0.056148,,,,,
235.2,0.029899,269.9,0.05622,,,,,
235.03,0.03002,270.08,0.056371,,,,,
234.85,0.029921,270.25,0.0563,,,,,
234.67,0.029707,270.43,0.05628,,,,,
234.5,0.029757,270.61,0.056351,,,,,
234.32,0.029938,270.78,0.056513,,,,,
234.14,0.029758,270.96,0.056381,,,,,
233.97,0.029828,271.14,0.056533,,,,,
233.79,0.02982,271.31,0.056525,,,,,
233.61,0.029636,271.49,0.056613,,,,,
233.44,0.029737,271.67,0.056563,,,,,
233.26,0.029777,271.84,0.056532,,,,,
233.08,0.029626,272.02,0.056533,,,,,
232.9,0.029616,272.2,0.056563,,,,,
232.73,0.029878,272.37,0.056597,,,,,
232.55,0.029566,272.55,0.056643,,,,,
232.37,0.029435,272.73,0.056756,,,,,
232.2,0.029454,272.9,0.056705,,,,,
232.02,0.029646,273.08,0.056757,,,,,
231.84,0.029494,273.25,0.056806,,,,,
231.67,0.029555,273.43,0.056949,,,,,
231.49,0.029646,273.61,0.056777,,,,,
231.31,0.029535,273.79,0.056909,,,,,
231.14,0.029605,273.96,0.057,,,,,
230.96,0.029444,274.14,0.056869,,,,,
230.78,0.029394,274.32,0.05708,,,,,
230.6,0.029334,274.49,0.05702,,,,,
230.43,0.029423,274.67,0.057049,,,,,
230.25,0.029524,274.85,0.057001,,,,,
230.08,0.029433,275.02,0.056991,,,,,
229.9,0.029264,275.2,0.057162,,,,,
229.72,0.029322,275.38,0.057083,,,,,
229.55,0.029323,275.55,0.057011,,,,,
229.37,0.029171,275.73,0.057213,,,,,
229.19,0.029242,275.91,0.057273,,,,,
229.01,0.029222,276.08,0.057395,,,,,
228.84,0.029282,276.26,0.057495,,,,,
228.66,0.029302,276.44,0.057264,,,,,
228.48,0.029282,276.61,0.057184,,,,,
228.31,0.029141,276.79,0.057369,,,,,
228.13,0.029252,276.97,0.057274,,,,,
227.95,0.029232,277.14,0.057356,,,,,
227.78,0.029202,277.32,0.057325,,,,,
227.6,0.02905,277.5,0.057397,,,,,
227.42,0.028871,277.67,0.057487,,,,,
227.25,0.029081,277.85,0.057459,,,,,
227.07,0.029021,278.03,0.0577,,,,,
226.89,0.028808,278.2,0.057467,,,,,
226.72,0.028929,278.38,0.057519,,,,,
226.54,0.028838,278.56,0.05766,,,,,
226.36,0.028949,278.73,0.057612,,,,,
226.19,0.02905,278.91,0.057499,,,,,
226.01,0.028738,279.09,0.057772,,,,,
225.83,0.02908,279.26,0.057681,,,,,
225.66,0.028919,279.44,0.057902,,,,,
225.48,0.028586,279.62,0.05762,,,,,
225.3,0.028869,279.79,0.057884,,,,,
225.13,0.028777,279.97,0.057599,,,,,
224.95,0.028687,280.15,0.057762,,,,,
224.77,0.028727,280.32,0.057722,,,,,
224.6,0.028868,280.5,0.058006,,,,,
224.42,0.028627,280.68,0.057975,,,,,
224.24,0.028637,280.85,0.058006,,,,,
224.07,0.028576,281.03,0.058045,,,,,
223.89,0.028819,281.21,0.05806,,,,,
223.71,0.028457,281.38,0.058047,,,,,
223.54,0.028647,281.56,0.057986,,,,,
223.36,0.028597,281.73,0.057956,,,,,
223.18,0.028426,281.91,0.05824,,,,,
223.01,0.028769,282.09,0.058119,,,,,
222.83,0.028495,282.27,0.058209,,,,,
222.65,0.028577,282.44,0.058017,,,,,
222.48,0.028668,282.62,0.058082,,,,,
222.3,0.028509,282.79,0.05814,,,,,
222.12,0.028456,282.97,0.05813,,,,,
221.95,0.028496,283.15,0.058138,,,,,
221.77,0.028334,283.32,0.05814,,,,,
221.59,0.028407,283.5,0.058129,,,,,
221.42,0.028547,283.68,0.058261,,,,,
221.24,0.028284,283.85,0.058341,,,,,
221.06,0.028314,284.03,0.058272,,,,,
220.89,0.028314,284.21,0.058119,,,,,
220.71,0.028264,284.38,0.058313,,,,,
220.53,0.028264,284.56,0.05812,,,,,
220.36,0.028234,284.74,0.05805,,,,,
220.18,0.028223,284.91,0.058069,,,,,
220,0.028203,285.09,0.058191,,,,,
219.83,0.028224,285.27,0.05814,,,,,
219.65,0.028243,285.45,0.05802,,,,,
219.47,0.028314,285.62,0.058306,,,,,
219.3,0.028041,285.8,0.058181,,,,,
219.12,0.028203,285.98,0.05785,,,,,
218.94,0.028111,286.15,0.058071,,,,,
218.77,0.028082,286.33,0.05791,,,,,
218.59,0.028152,286.5,0.05801,,,,,
218.41,0.028092,286.68,0.058143,,,,,
218.24,0.027918,286.86,0.05807,,,,,
218.06,0.02792,287.04,0.058071,,,,,
217.88,0.028062,287.21,0.05805,,,,,
217.71,0.02793,287.39,0.058051,,,,,
217.53,0.02789,287.56,0.058273,,,,,
217.35,0.02793,287.74,0.058051,,,,,
217.17,0.02796,287.92,0.058132,,,,,
217,0.027929,288.1,0.058084,,,,,
216.82,0.028042,288.27,0.057848,,,,,
216.65,0.027738,288.45,0.057678,,,,,
216.47,0.027769,288.62,0.057689,,,,,
216.29,0.027537,288.8,0.057762,,,,,
216.11,0.027638,288.98,0.056941,,,,,
215.94,0.027768,289.15,0.057003,,,,,
215.76,0.02796,289.33,0.057215,,,,,
215.58,0.027809,289.51,0.056257,,,,,
215.41,0.027759,289.68,0.055934,,,,,
215.23,0.027526,289.86,0.055762,,,,,
215.05,0.027759,290.04,0.055651,,,,,
214.88,0.027828,290.21,0.055732,,,,,
214.7,0.027669,290.39,0.055582,,,,,
214.53,0.027587,290.57,0.055139,,,,,
214.35,0.027627,290.75,0.055199,,,,,
214.17,0.027556,290.92,0.053274,,,,,
214,0.027607,291.1,0.046955,,,,,
213.82,0.027344,291.27,0.046665,,,,,
213.64,0.027517,291.45,0.037068,,,,,
213.47,0.027445,291.63,0.038592,,,,,
213.29,0.027616,291.8,0.038389,,,,,
213.11,0.027546,291.98,0.036654,,,,,
212.94,0.028204,292.16,0.028351,,,,,
212.76,0.027475,292.34,0.027493,,,,,
212.58,0.027385,292.51,0.027505,,,,,
212.41,0.027435,292.69,0.027453,,,,,
212.23,0.027385,292.86,0.027413,,,,,
212.05,0.027445,293.04,0.027473,,,,,
211.87,0.027234,293.22,0.027274,,,,,
211.69,0.027112,293.39,0.027634,,,,,
211.51,0.027223,293.57,0.027393,,,,,
211.34,0.027225,293.75,0.027474,,,,,
211.16,0.027273,293.92,0.027322,,,,,
210.98,0.027214,294.1,0.027393,,,,,
210.8,0.027131,294.28,0.027486,,,,,
210.62,0.027254,294.46,0.027614,,,,,
210.45,0.027152,294.63,0.027505,,,,,
210.27,0.02698,294.81,0.027787,,,,,
210.09,0.027091,294.99,0.027786,,,,,
209.92,0.027082,295.16,0.027504,,,,,
209.74,0.027101,295.34,0.027585,,,,,
209.57,0.027243,295.52,0.027332,,,,,
209.39,0.0269,295.69,0.027635,,,,,
209.21,0.026899,295.87,0.027535,,,,,
209.04,0.026801,296.05,0.027535,,,,,
208.86,0.02693,296.22,0.027797,,,,,
208.69,0.026991,296.4,0.027656,,,,,
208.51,0.026981,296.58,0.027414,,,,,
