0.000000,-1.000143,-1.260285E-8
17.664577,-0.900147,-1.222518E-8
35.332887,-0.800112,-1.167183E-8
53.000834,-0.700155,-1.115341E-8
70.662931,-0.600155,-1.067050E-8
88.328585,-0.500130,-1.009832E-8
105.990747,-0.400167,-9.488961E-9
123.654680,-0.300122,-8.328763E-9
141.320019,-0.200114,-6.618516E-9
158.982564,-0.100130,-4.257775E-9
176.640072,-0.000130,-1.739864E-9
194.299977,0.099971,8.320430E-10
211.963137,0.199964,2.493304E-9
229.629937,0.299973,3.627665E-9
247.294569,0.399990,4.427652E-9
264.957802,0.499970,5.317656E-9
282.621585,0.600011,5.640567E-9
300.285749,0.700016,6.681782E-9
317.950702,0.799989,7.046824E-9
335.613295,0.900010,8.395360E-9
353.273016,1.000023,7.686743E-9
