0.000000,-1.000145,-1.610605E-8
17.663641,-0.900147,-1.584574E-8
35.330874,-0.800112,-1.546663E-8
52.995691,-0.700152,-1.492402E-8
70.658932,-0.600157,-1.436037E-8
88.323145,-0.500129,-1.374542E-8
105.985256,-0.400166,-1.303478E-8
123.650084,-0.300120,-1.213983E-8
141.313995,-0.200115,-1.060613E-8
158.976570,-0.100132,-3.595954E-9
176.639215,-0.000130,2.013448E-9
194.302955,0.099974,7.818567E-9
211.966327,0.199966,9.271541E-9
229.630095,0.299973,9.670789E-9
247.293238,0.399989,9.938980E-9
264.955412,0.499973,1.019150E-8
282.618455,0.600009,1.054482E-8
300.286128,0.700021,1.069108E-8
317.948134,0.799989,1.096610E-8
335.612329,0.900010,1.126905E-8
353.273412,1.000024,1.157409E-8
