0.000000,-1.000144,-4.818538E-9
17.667422,-0.900149,-4.745484E-9
35.333247,-0.800109,-4.537507E-9
52.996728,-0.700150,-4.453288E-9
70.657261,-0.600157,-4.219990E-9
88.320840,-0.500131,-3.799222E-9
105.985036,-0.400166,-3.530276E-9
123.645399,-0.300121,-3.186897E-9
141.312890,-0.200115,-2.647244E-9
158.974824,-0.100130,-1.683667E-9
176.636700,-0.000129,-4.101101E-10
194.301115,0.099975,7.289268E-10
211.963433,0.199969,1.773604E-9
229.630081,0.299975,2.900206E-9
247.291640,0.399991,3.738271E-9
264.953338,0.499972,4.255705E-9
282.616281,0.600005,5.068370E-9
300.278204,0.700020,5.345700E-9
317.945110,0.799986,6.505502E-9
335.608193,0.900009,6.292328E-9
353.271695,1.000026,7.174285E-9
