QuickDAQ Data
2019/01/13 13:31:52
Notes:,,
Sample Rate:,99.96746, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000, 3.09944E-005, 0.0016152859,
 1.15778E-007, 2.26498E-005, 0.0015735626,
 2.31557E-007, 3.57628E-006, 0.0014555454,
 3.47335E-007, 1.66893E-005, 0.0014400482,
 4.63114E-007, 8.34465E-006, 0.0014936924,
 5.78892E-007,-1.19209E-006, 0.0013804436,
 6.94670E-007, 2.62260E-005, 0.0012528896,
 8.10449E-007, 2.50340E-005, 0.0012874603,
 9.26227E-007,-8.34465E-006, 0.0012648106,
 1.04201E-006, 1.19209E-006, 0.0012481213,
 1.15778E-006, 3.45707E-005, 0.0013327599,
 1.27356E-006, 3.93391E-005, 0.0014507771,
 1.38934E-006, 3.57628E-006, 0.0015234947,
 1.50512E-006,-9.53674E-006, 0.0015914440,
 1.62090E-006,-1.19209E-005, 0.0014507771,
 1.73668E-006,-7.15256E-006, 0.0014233589,
 1.85245E-006, 2.02656E-005, 0.0014507771,
 1.96823E-006, 1.78814E-005, 0.0013983250,
 2.08401E-006, 9.53674E-006, 0.0015056133,
 2.19979E-006, 1.54972E-005, 0.0015568733,
 2.31557E-006, 1.19209E-005, 0.0014567375,
 2.43135E-006, 1.07288E-005, 0.0014185905,
 2.54713E-006, 1.07288E-005, 0.0014698505,
 2.66290E-006, 1.07288E-005, 0.0015199184,
 2.77868E-006, 1.54972E-005, 0.0015878677,
 2.89446E-006, 1.07288E-005, 0.0014626980,
 3.01024E-006, 9.53674E-006, 0.0015103817,
 3.12602E-006, 1.31130E-005, 0.0015199184,
 3.24180E-006,-3.57628E-006, 0.0014221668,
 3.35757E-006, 9.53674E-006, 0.0013566017,
 3.47335E-006, 2.26498E-005, 0.0013267994,
 3.58913E-006, 1.43051E-005, 0.0014638901,
 3.70491E-006, 1.43051E-005, 0.0015044212,
 3.82069E-006, 7.15256E-006, 0.0014567375,
 3.93647E-006, 1.07288E-005, 0.0013351440,
 4.05224E-006, 1.66893E-005, 0.0012397766,
 4.16802E-006, 2.14577E-005, 0.0013637543,
 4.28380E-006, 4.76837E-006, 0.0013887882,
 4.39958E-006, 2.38419E-006, 0.0012898445,
 4.51536E-006, 1.19209E-005, 0.0012934208,
 4.63114E-006,-5.96046E-006, 0.0012981892,
 4.74691E-006,-1.31130E-005, 0.0014519691,
 4.86269E-006, 4.76837E-006, 0.0014746189,
 4.97847E-006, 1.07288E-005, 0.0014138222,
 5.09425E-006,-5.96046E-006, 0.0013339520,
 5.21003E-006,-4.76837E-006, 0.0013041496,
 5.32581E-006, 7.15256E-006, 0.0013637543,
 5.44159E-006, 1.78814E-005, 0.0012576580,
 5.55736E-006, 1.66893E-005, 0.0012588501,
 5.67314E-006, 1.90735E-005, 0.0013029575,
 5.78892E-006, 1.90735E-005, 0.0013160706,
 5.90470E-006, 0.00000E+000, 0.0013732910,
 6.02048E-006, 2.02656E-005, 0.0013840199,
 6.13626E-006, 3.33786E-005, 0.0014162064,
 6.25203E-006, 1.31130E-005, 0.0015246868,
 6.36781E-006, 1.31130E-005, 0.0014317036,
 6.48359E-006, 1.66893E-005, 0.0013411045,
 6.59937E-006, 1.66893E-005, 0.0014412403,
 6.71515E-006, 1.43051E-005, 0.0013649464,
 6.83093E-006, 2.14577E-005, 0.0012314320,
 6.94670E-006, 2.02656E-005, 0.0012338161,
 7.06248E-006, 2.02656E-005, 0.0012862682,
 7.17826E-006, 3.57628E-006, 0.0013566017,
 7.29404E-006,-9.53674E-006, 0.0013768673,
 7.40982E-006, 3.81470E-005, 0.0013327599,
 7.52560E-006, 5.36442E-005, 0.0011169910,
 7.64138E-006, 1.43051E-005, 0.0012111664,
 7.75715E-006,-7.15256E-006, 0.0014078617,
 7.87293E-006,-1.90735E-005, 0.0012671947,
 7.98871E-006,-2.26498E-005, 0.0014281273,
 8.10449E-006, 8.34465E-006, 0.0014698505,
 8.22027E-006, 7.15256E-006, 0.0013375282,
 8.33605E-006, 9.53674E-006, 0.0013458729,
 8.45182E-006, 2.74181E-005, 0.0012230873,
 8.56760E-006, 9.53674E-006, 0.0013363361,
 8.68338E-006,-4.76837E-006, 0.0014376640,
 8.79916E-006,-2.38419E-006, 0.0013411045,
 8.91494E-006,-1.07288E-005, 0.0013113022,
 9.03072E-006, 9.53674E-006, 0.0013172626,
 9.14649E-006, 1.43051E-005, 0.0015044212,
 9.26227E-006, 0.00000E+000, 0.0014746189,
 9.37805E-006, 3.21865E-005, 0.0013518333,
 9.49383E-006, 2.38419E-005, 0.0014150143,
 9.60961E-006, 5.96046E-006, 0.0013053417,
 9.72539E-006, 1.66893E-005, 0.0012409687,
 9.84117E-006, 7.15256E-006, 0.0012969971,
 9.95694E-006, 1.19209E-006, 0.0012576580,
 1.00727E-005, 7.15256E-006, 0.0011873245,
 1.01885E-005, 1.66893E-005, 0.0010383129,
 1.03043E-005, 9.53674E-006, 0.0010776520,
 1.04201E-005, 2.38419E-006, 0.0011813641,
 1.05358E-005, 1.07288E-005, 0.0011515617,
 1.06516E-005, 2.26498E-005, 0.0012242794,
 1.07674E-005, 1.78814E-005, 0.0013792515,
 1.08832E-005,-2.38419E-006, 0.0013291836,
 1.09989E-005, 3.57628E-006, 0.0012207031,
 1.11147E-005, 7.15256E-006, 0.0012457371,
 1.12305E-005, 1.78814E-005, 0.0011420250,
 1.13463E-005, 3.45707E-005, 0.0011634827,
 1.14621E-005, 1.07288E-005, 0.0011074543,
 1.15778E-005,-2.38419E-006, 0.0011515617,
 1.16936E-005, 2.02656E-005, 0.0013816357,
 1.18094E-005, 1.78814E-005, 0.0013339520,
 1.19252E-005,-1.19209E-006, 0.0012314320,
 1.20410E-005, 1.31130E-005, 0.0012457371,
 1.21567E-005, 3.33786E-005, 0.0012588501,
 1.22725E-005, 2.74181E-005, 0.0011706352,
 1.23883E-005, 2.50340E-005, 0.0011909008,
 1.25041E-005, 2.50340E-005, 0.0012969971,
 1.26198E-005, 2.62260E-005, 0.0011861324,
 1.27356E-005, 1.19209E-006, 0.0010585785,
 1.28514E-005,-9.53674E-006, 0.0012040138,
 1.29672E-005, 2.14577E-005, 0.0013768673,
 1.30830E-005, 2.02656E-005, 0.0013256073,
 1.31987E-005, 1.54972E-005, 0.0011312962,
 1.33145E-005, 1.19209E-005, 0.0010561943,
 1.34303E-005, 7.15256E-006, 0.0011122227,
 1.35461E-005, 1.66893E-005, 0.0012123585,
 1.36619E-005, 1.54972E-005, 0.0012123585,
 1.37776E-005,-1.19209E-005, 0.0010585785,
 1.38934E-005,-2.38419E-006, 0.0011527538,
 1.40092E-005, 2.14577E-005, 0.0011968613,
 1.41250E-005, 1.31130E-005, 0.0012028217,
 1.42407E-005, 1.31130E-005, 0.0012052059,
 1.43565E-005, 1.07288E-005, 0.0010740757,
 1.44723E-005, 1.54972E-005, 0.0011682510,
 1.45881E-005, 7.15256E-006, 0.0010848045,
 1.47039E-005, 0.00000E+000, 0.0010681152,
 1.48196E-005, 1.43051E-005, 0.0011622906,
 1.49354E-005, 1.07288E-005, 0.0011301041,
 1.50512E-005,-1.19209E-006, 0.0011491776,
 1.51670E-005, 1.19209E-005, 0.0010704994,
 1.52828E-005, 1.43051E-005, 9.60827E-004,
 1.53985E-005,-1.19209E-006, 0.0010550022,
 1.55143E-005,-4.76837E-006, 0.0010299683,
 1.56301E-005,-2.38419E-006, 0.0010025501,
 1.57459E-005,-1.19209E-006, 0.0010621548,
 1.58616E-005, 7.15256E-006, 0.0011086464,
 1.59774E-005, 1.31130E-005, 0.0010704994,
 1.60932E-005, 7.15256E-006, 7.96318E-004,
 1.62090E-005, 5.96046E-005,-0.0826656818,
 1.63248E-005, 1.77622E-004,-0.3150796890,
 1.64405E-005, 2.37226E-004,-0.4639625549,
 1.65563E-005, 2.34842E-004,-0.4637062550,
 1.66721E-005, 2.32458E-004,-0.4635727406,
 1.67879E-005, 2.36034E-004,-0.4635596275,
 1.69036E-005, 2.30074E-004,-0.4635429382,
 1.70194E-005, 2.32458E-004,-0.4634261131,
 1.71352E-005, 2.38419E-004,-0.4632771015,
 1.72510E-005, 2.32458E-004,-0.4631769657,
 1.73668E-005, 2.24113E-004,-0.4631972313,
 1.74825E-005, 2.27690E-004,-0.4631888866,
 1.75983E-005, 2.44379E-004,-0.4631829262,
 1.77141E-005, 2.33650E-004,-0.4631328583,
 1.78299E-005, 2.19345E-004,-0.4630804062,
 1.79457E-005, 2.20537E-004,-0.4631352425,
 1.80614E-005, 2.21729E-004,-0.4631257057,
 1.81772E-005, 2.37226E-004,-0.4630124569,
 1.82930E-005, 2.59876E-004,-0.4628944397,
 1.84088E-005, 2.49147E-004,-0.4628729820,
 1.85245E-005, 2.25306E-004,-0.4629456997,
 1.86403E-005, 2.31266E-004,-0.4629516602,
 1.87561E-005, 2.51532E-004,-0.4628276825,
 1.88719E-005, 2.51532E-004,-0.4628622532,
 1.89877E-005, 2.30074E-004,-0.4629695415,
 1.91034E-005, 2.15769E-004,-0.4628252983,
 1.92192E-005, 2.15769E-004,-0.4627752304,
 1.93350E-005, 2.22921E-004,-0.4628205299,
 1.94508E-005, 2.24113E-004,-0.4627597332,
 1.95666E-005, 2.31266E-004,-0.4626667500,
 1.96823E-005, 2.43187E-004,-0.4626047611,
 1.97981E-005, 2.33650E-004,-0.4626667500,
 1.99139E-005, 2.33650E-004,-0.4627072811,
 2.00297E-005, 2.45571E-004,-0.4626381397,
 2.01454E-005, 2.34842E-004,-0.4625284672,
 2.02612E-005, 2.25306E-004,-0.4625129700,
 2.03770E-005, 2.34842E-004,-0.4625475407,
 2.04928E-005, 2.51532E-004,-0.4624640942,
 2.06086E-005, 2.44379E-004,-0.4624867439,
 2.07243E-005, 2.16961E-004,-0.4624652863,
 2.08401E-005, 2.09808E-004,-0.4624390602,
 2.09559E-005, 2.26498E-004,-0.4625117779,
 2.10717E-005, 2.52724E-004,-0.4624450207,
 2.11874E-005, 2.51532E-004,-0.4623889923,
 2.13032E-005, 2.37226E-004,-0.4623699188,
 2.14190E-005, 2.53916E-004,-0.4623949528,
 2.15348E-005, 2.39611E-004,-0.4624867439,
 2.16506E-005, 2.24113E-004,-0.4624390602,
 2.17663E-005, 2.47955E-004,-0.4622399807,
 2.18821E-005, 2.27690E-004,-0.4621970654,
 2.19979E-005, 2.18153E-004,-0.4623055458,
 2.21137E-005, 2.27690E-004,-0.4624319077,
 2.22295E-005, 2.30074E-004,-0.4625284672,
 2.23452E-005, 2.33650E-004,-0.4625022411,
 2.24610E-005, 2.38419E-004,-0.4624772072,
 2.25768E-005, 2.33650E-004,-0.4625308514,
 2.26926E-005, 2.30074E-004,-0.4624879360,
 2.28083E-005, 2.37226E-004,-0.4624140263,
 2.29241E-005, 2.30074E-004,-0.4623723030,
 2.30399E-005, 2.33650E-004,-0.4622173309,
 2.31557E-005, 2.43187E-004,-0.4622852802,
 2.32715E-005, 2.37226E-004,-0.4624724388,
 2.33872E-005, 2.37226E-004,-0.4623591900,
 2.35030E-005, 2.43187E-004,-0.4622077942,
 2.36188E-005, 2.38419E-004,-0.4623270035,
 2.37346E-005, 2.19345E-004,-0.4623830318,
 2.38504E-005, 2.27690E-004,-0.4622018337,
 2.39661E-005, 2.58684E-004,-0.4622292519,
 2.40819E-005, 2.49147E-004,-0.4623329639,
 2.41977E-005, 2.49147E-004,-0.4623210430,
 2.43135E-005, 2.44379E-004,-0.4622840881,
 2.44292E-005, 2.37226E-004,-0.4621946812,
 2.45450E-005, 2.34842E-004,-0.4621183872,
 2.46608E-005, 2.07424E-004,-0.4620707035,
 2.47766E-005, 2.11000E-004,-0.4621231556,
