QuickDAQ Data
2019/01/12 15:49:59
Notes:,,
Sample Rate:,99.96746, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000, 2.98023E-005,-8.46386E-005,
 1.15778E-007, 2.86102E-005,-1.39475E-004,
 2.31557E-007, 4.05312E-005,-1.22786E-004,
 3.47335E-007, 2.38419E-005,-1.75238E-004,
 4.63114E-007, 2.86102E-005,-4.01735E-004,
 5.78892E-007, 4.88758E-005,-4.26769E-004,
 6.94670E-007, 2.50340E-005,-2.76566E-004,
 8.10449E-007, 2.50340E-005,-2.34842E-004,
 9.26227E-007, 4.29153E-005,-1.59740E-004,
 1.04201E-006, 3.45707E-005,-1.28746E-004,
 1.15778E-006, 2.50340E-005,-1.39475E-004,
 1.27356E-006, 2.02656E-005,-1.56164E-004,
 1.38934E-006, 9.53674E-006,-2.13385E-004,
 1.50512E-006, 1.43051E-005,-1.31130E-004,
 1.62090E-006, 1.43051E-005,-8.58307E-005,
 1.73668E-006, 1.31130E-005,-1.56164E-004,
 1.85245E-006, 1.66893E-005,-2.06232E-004,
 1.96823E-006,-1.19209E-006,-1.03712E-004,
 2.08401E-006,-4.76837E-006,-1.00136E-004,
 2.19979E-006, 1.78814E-005,-2.52724E-004,
 2.31557E-006, 3.09944E-005,-3.68357E-004,
 2.43135E-006, 2.38419E-005,-3.01600E-004,
 2.54713E-006, 2.74181E-005,-1.33514E-004,
 2.66290E-006, 3.81470E-005,-1.62125E-004,
 2.77868E-006, 1.78814E-005,-1.99080E-004,
 2.89446E-006, 7.15256E-006,-1.14441E-004,
 3.01024E-006, 2.50340E-005,-2.06232E-004,
 3.12602E-006, 2.62260E-005,-2.20537E-004,
 3.24180E-006, 2.62260E-005,-2.21729E-004,
 3.35757E-006, 2.98023E-005,-1.74046E-004,
 3.47335E-006, 3.69549E-005,-4.29153E-005,
 3.58913E-006, 4.05312E-005,-8.94070E-005,
 3.70491E-006, 2.98023E-005,-1.06096E-004,
 3.82069E-006, 2.50340E-005,-2.61068E-004,
 3.93647E-006, 1.66893E-005,-2.77758E-004,
 4.05224E-006, 1.31130E-005,-1.52588E-004,
 4.16802E-006, 1.19209E-005,-1.94311E-004,
 4.28380E-006, 2.62260E-005,-1.51396E-004,
 4.39958E-006, 3.69549E-005,-1.56164E-004,
 4.51536E-006, 2.38419E-005,-8.94070E-005,
 4.63114E-006, 1.31130E-005,-4.05312E-005,
 4.74691E-006, 1.66893E-005,-1.47820E-004,
 4.86269E-006, 4.05312E-005,-6.79493E-005,
 4.97847E-006, 3.81470E-005,-4.52995E-005,
 5.09425E-006, 1.19209E-005,-1.54972E-004,
 5.21003E-006, 7.15256E-006,-1.64509E-004,
 5.32581E-006, 1.90735E-005,-1.04904E-004,
 5.44159E-006, 3.57628E-005, 3.69549E-005,
 5.55736E-006, 2.98023E-005, 1.07288E-004,
 5.67314E-006, 2.74181E-005, 7.62939E-005,
 5.78892E-006, 2.02656E-005, 7.15256E-005,
 5.90470E-006, 1.43051E-005, 1.10865E-004,
 6.02048E-006, 1.43051E-005, 5.48363E-005,
 6.13626E-006, 2.38419E-005,-8.70228E-005,
 6.25203E-006, 3.33786E-005,-9.05991E-005,
 6.36781E-006, 2.62260E-005,-4.76837E-006,
 6.48359E-006, 4.76837E-006,-4.76837E-005,
 6.59937E-006, 1.19209E-006,-1.14441E-004,
 6.71515E-006, 1.43051E-005,-1.00136E-004,
 6.83093E-006, 2.50340E-005,-1.62125E-004,
 6.94670E-006, 3.81470E-005,-7.03335E-005,
 7.06248E-006, 1.90735E-005, 2.50340E-005,
 7.17826E-006, 1.43051E-005,-8.34465E-005,
 7.29404E-006, 2.26498E-005,-2.33650E-004,
 7.40982E-006, 1.07288E-005,-2.64645E-004,
 7.52560E-006, 1.78814E-005,-6.07967E-005,
 7.64138E-006, 1.31130E-005, 3.33786E-005,
 7.75715E-006, 3.57628E-006, 7.51019E-005,
 7.87293E-006, 1.54972E-005,-5.96046E-006,
 7.98871E-006, 2.38419E-005,-3.69549E-005,
 8.10449E-006, 2.02656E-005,-4.76837E-005,
 8.22027E-006, 5.96046E-006,-1.96695E-004,
 8.33605E-006,-2.38419E-006,-2.02656E-005,
 8.45182E-006, 1.07288E-005, 1.19209E-005,
 8.56760E-006, 9.53674E-006,-1.21593E-004,
 8.68338E-006, 1.78814E-005,-1.04904E-004,
 8.79916E-006, 4.76837E-005,-7.27177E-005,
 8.91494E-006, 2.38419E-005,-5.48363E-005,
 9.03072E-006, 1.54972E-005,-4.05312E-005,
 9.14649E-006, 4.05312E-005,-1.78814E-004,
 9.26227E-006, 3.69549E-005,-2.01464E-004,
 9.37805E-006, 2.38419E-005,-9.89437E-005,
 9.49383E-006, 3.21865E-005,-1.75238E-004,
 9.60961E-006, 4.29153E-005,-2.67029E-004,
 9.72539E-006, 3.21865E-005,-2.27690E-004,
 9.84117E-006, 2.14577E-005,-2.11000E-004,
 9.95694E-006, 2.38419E-005,-1.99080E-004,
 1.00727E-005, 3.33786E-005,-1.32322E-004,
 1.01885E-005, 3.21865E-005,-1.07288E-004,
 1.03043E-005, 3.09944E-005,-1.19209E-004,
 1.04201E-005, 3.45707E-005,-1.62125E-004,
 1.05358E-005, 1.19209E-005,-9.53674E-005,
 1.06516E-005, 1.54972E-005,-1.29938E-004,
 1.07674E-005, 5.12600E-005,-6.91414E-005,
 1.08832E-005, 5.12600E-005, 1.02520E-004,
 1.09989E-005, 3.21865E-005,-7.15256E-006,
 1.11147E-005, 3.09944E-005,-1.40667E-004,
 1.12305E-005, 2.26498E-005,-1.18017E-004,
 1.13463E-005, 3.09944E-005,-2.74181E-005,
 1.14621E-005, 4.52995E-005,-2.74181E-005,
 1.15778E-005, 2.26498E-005, 4.29153E-005,
 1.16936E-005, 3.45707E-005, 1.70469E-004,
 1.18094E-005, 5.36442E-005, 9.53674E-006,
 1.19252E-005, 2.50340E-005, 6.07967E-005,
 1.20410E-005, 3.57628E-006,-2.05040E-004,
 1.21567E-005, 3.05176E-004,-0.1265430450,
 1.22725E-005, 6.00815E-004,-0.2563297749,
 1.23883E-005, 5.81741E-004,-0.2604269981,
 1.25041E-005, 5.75781E-004,-0.2604341507,
 1.26198E-005, 5.81741E-004,-0.2602791786,
 1.27356E-005, 5.87702E-004,-0.2601134777,
 1.28514E-005, 5.88894E-004,-0.2600216866,
 1.29672E-005, 5.75781E-004,-0.2601516247,
 1.30830E-005, 5.81741E-004,-0.2601253986,
 1.31987E-005, 6.04391E-004,-0.2599513531,
 1.33145E-005, 5.91278E-004,-0.2600181103,
 1.34303E-005, 5.81741E-004,-0.2602338791,
 1.35461E-005, 5.92470E-004,-0.2603685856,
 1.36619E-005, 6.02007E-004,-0.2603256702,
 1.37776E-005, 6.02007E-004,-0.2601933479,
 1.38934E-005, 5.88894E-004,-0.2601051331,
 1.40092E-005, 5.79357E-004,-0.2601277828,
 1.41250E-005, 5.75781E-004,-0.2601504326,
 1.42407E-005, 5.88894E-004,-0.2602076530,
 1.43565E-005, 6.06775E-004,-0.2602791786,
 1.44723E-005, 6.05583E-004,-0.2601337433,
 1.45881E-005, 5.98431E-004,-0.2600276470,
 1.47039E-005, 5.96046E-004,-0.2600872517,
 1.48196E-005, 5.91278E-004,-0.2602303028,
 1.49354E-005, 5.81741E-004,-0.2601802349,
 1.50512E-005, 5.82933E-004,-0.2600908279,
 1.51670E-005, 5.86510E-004,-0.2601528168,
 1.52828E-005, 5.74589E-004,-0.2601969242,
 1.53985E-005, 5.85318E-004,-0.2601563931,
 1.55143E-005, 5.92470E-004,-0.2601182461,
 1.56301E-005, 5.96046E-004,-0.2601683140,
 1.57459E-005, 5.84126E-004,-0.2602243423,
 1.58616E-005, 5.79357E-004,-0.2602136135,
 1.59774E-005, 5.76973E-004,-0.2601706982,
 1.60932E-005, 5.69820E-004,-0.2601158619,
 1.62090E-005, 5.67436E-004,-0.2602756023,
 1.63248E-005, 5.80549E-004,-0.2603936195,
 1.64405E-005, 6.00815E-004,-0.2602756023,
 1.65563E-005, 5.92470E-004,-0.2603340149,
 1.66721E-005, 5.87702E-004,-0.2603411674,
 1.67879E-005, 5.91278E-004,-0.2602052689,
 1.69036E-005, 5.94854E-004,-0.2601075172,
 1.70194E-005, 5.84126E-004,-0.2600717545,
 1.71352E-005, 5.84126E-004,-0.2600657940,
 1.72510E-005, 5.98431E-004,-0.2600812912,
 1.73668E-005, 6.05583E-004,-0.2600729465,
 1.74825E-005, 5.91278E-004,-0.2600240707,
 1.75983E-005, 5.85318E-004,-0.2600157261,
 1.77141E-005, 5.87702E-004,-0.2599716187,
 1.78299E-005, 5.80549E-004,-0.2599775791,
 1.79457E-005, 5.90086E-004,-0.2600264549,
 1.80614E-005, 6.11544E-004,-0.2600145340,
 1.81772E-005, 5.98431E-004,-0.2601552010,
 1.82930E-005, 5.79357E-004,-0.2600312233,
 1.84088E-005, 5.88894E-004,-0.2598798275,
 1.85245E-005, 5.97239E-004,-0.2599763870,
 1.86403E-005, 5.93662E-004,-0.2598869801,
 1.87561E-005, 5.78165E-004,-0.2598500252,
 1.88719E-005, 5.82933E-004,-0.2600824833,
 1.89877E-005, 5.93662E-004,-0.2603054047,
 1.91034E-005, 5.96046E-004,-0.2602708340,
 1.92192E-005, 5.84126E-004,-0.2601528168,
 1.93350E-005, 5.79357E-004,-0.2602374554,
 1.94508E-005, 5.84126E-004,-0.2602386475,
 1.95666E-005, 5.80549E-004,-0.2600467205,
 1.96823E-005, 5.76973E-004,-0.2601265907,
 1.97981E-005, 5.96046E-004,-0.2602183819,
 1.99139E-005, 6.02007E-004,-0.2601873875,
 2.00297E-005, 6.00815E-004,-0.2601671219,
 2.01454E-005, 5.90086E-004,-0.2601683140,
 2.02612E-005, 5.74589E-004,-0.2601647377,
 2.03770E-005, 5.84126E-004,-0.2601444721,
 2.04928E-005, 5.72205E-004,-0.2602469921,
 2.06086E-005, 5.73397E-004,-0.2603757381,
 2.07243E-005, 5.81741E-004,-0.2602958679,
 2.08401E-005, 5.98431E-004,-0.2602505684,
 2.09559E-005, 5.96046E-004,-0.2603185177,
 2.10717E-005, 5.93662E-004,-0.2603650093,
 2.11874E-005, 6.12736E-004,-0.2604150772,
 2.13032E-005, 6.06775E-004,-0.2604949474,
 2.14190E-005, 5.78165E-004,-0.2604711056,
 2.15348E-005, 5.74589E-004,-0.2603256702,
 2.16506E-005, 5.97239E-004,-0.2604079247,
 2.17663E-005, 5.86510E-004,-0.2603769302,
 2.18821E-005, 5.73397E-004,-0.2601623535,
 2.19979E-005, 5.93662E-004,-0.2602028847,
 2.21137E-005, 5.96046E-004,-0.2602815628,
 2.22295E-005, 5.90086E-004,-0.2601957321,
 2.23452E-005, 5.85318E-004,-0.2601599693,
 2.24610E-005, 5.78165E-004,-0.2602338791,
 2.25768E-005, 5.98431E-004,-0.2603220940,
 2.26926E-005, 5.87702E-004,-0.2602148056,
 2.28083E-005, 5.69820E-004,-0.2601373196,
 2.29241E-005, 5.88894E-004,-0.2602124214,
 2.30399E-005, 5.97239E-004,-0.2602171898,
 2.31557E-005, 6.04391E-004,-0.2601909637,
 2.32715E-005, 6.02007E-004,-0.2602517605,
 2.33872E-005, 5.79357E-004,-0.2602446079,
 2.35030E-005, 5.79357E-004,-0.2602136135,
 2.36188E-005, 5.88894E-004,-0.2602112293,
 2.37346E-005, 5.78165E-004,-0.2601802349,
 2.38504E-005, 5.87702E-004,-0.2601838112,
 2.39661E-005, 7.12872E-004,-0.3039562702,
 2.40819E-005, 0.0037896633,-1.7268443108,
 2.41977E-005, 0.0067722797,-3.1058001518,
 2.43135E-005, 0.0067818165,-3.1043231487,
