QuickDAQ Data
2019/01/12 15:52:11
Notes:,,
Sample Rate:,99.96746, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000, 1.78814E-005,-5.18560E-004,
 1.15778E-007, 3.45707E-005,-4.94719E-004,
 2.31557E-007, 2.86102E-005,-6.47306E-004,
 3.47335E-007, 3.33786E-005,-5.97239E-004,
 4.63114E-007, 4.05312E-005,-4.02927E-004,
 5.78892E-007, 2.98023E-005,-5.36442E-004,
 6.94670E-007, 2.74181E-005,-6.69956E-004,
 8.10449E-007, 3.21865E-005,-6.33001E-004,
 9.26227E-007, 2.26498E-005,-6.38962E-004,
 1.04201E-006, 1.78814E-005,-5.09024E-004,
 1.15778E-006, 1.07288E-005,-3.86238E-004,
 1.27356E-006, 8.34465E-006,-4.18425E-004,
 1.38934E-006, 2.62260E-005,-4.87566E-004,
 1.50512E-006, 2.74181E-005,-5.85318E-004,
 1.62090E-006, 4.76837E-006,-5.99623E-004,
 1.73668E-006, 5.96046E-006,-5.97239E-004,
 1.85245E-006, 2.14577E-005,-5.73397E-004,
 1.96823E-006, 2.14577E-005,-5.19753E-004,
 2.08401E-006, 2.62260E-005,-5.99623E-004,
 2.19979E-006, 2.86102E-005,-5.59092E-004,
 2.31557E-006, 1.07288E-005,-4.87566E-004,
 2.43135E-006,-5.96046E-006,-6.02007E-004,
 2.54713E-006, 1.31130E-005,-5.69820E-004,
 2.66290E-006, 1.90735E-005,-4.76837E-004,
 2.77868E-006, 1.90735E-005,-5.82933E-004,
 2.89446E-006, 2.50340E-005,-7.09295E-004,
 3.01024E-006, 2.14577E-005,-6.80685E-004,
 3.12602E-006, 2.26498E-005,-7.08103E-004,
 3.24180E-006, 3.33786E-005,-6.50883E-004,
 3.35757E-006, 3.81470E-005,-5.20945E-004,
 3.47335E-006, 4.17233E-005,-6.13928E-004,
 3.58913E-006, 1.90735E-005,-5.30481E-004,
 3.70491E-006,-1.19209E-006,-2.92063E-004,
 3.82069E-006, 2.14577E-005,-4.08888E-004,
 3.93647E-006, 2.86102E-005,-5.56707E-004,
 4.05224E-006, 3.09944E-005,-4.49419E-004,
 4.16802E-006, 2.74181E-005,-4.78029E-004,
 4.28380E-006, 1.19209E-005,-4.75645E-004,
 4.39958E-006, 1.31130E-005,-5.88894E-004,
 4.51536E-006, 3.09944E-005,-6.86646E-004,
 4.63114E-006, 2.74181E-005,-5.76973E-004,
 4.74691E-006, 3.69549E-005,-5.45979E-004,
 4.86269E-006, 2.14577E-005,-5.62668E-004,
 4.97847E-006, 1.19209E-005,-5.92470E-004,
 5.09425E-006, 3.57628E-005,-5.82933E-004,
 5.21003E-006, 3.21865E-005,-6.78301E-004,
 5.32581E-006, 4.64916E-005,-7.11679E-004,
 5.44159E-006, 2.50340E-005,-6.66380E-004,
 5.55736E-006, 7.15256E-006,-8.07047E-004,
 5.67314E-006, 2.38419E-005,-7.11679E-004,
 5.78892E-006, 1.54972E-005,-5.22137E-004,
 5.90470E-006, 2.74181E-005,-6.00815E-004,
 6.02048E-006, 3.21865E-005,-5.72205E-004,
 6.13626E-006, 1.43051E-005,-3.63588E-004,
 6.25203E-006, 2.02656E-005,-4.75645E-004,
 6.36781E-006,-3.57628E-006,-5.80549E-004,
 6.48359E-006,-7.15256E-006,-4.62532E-004,
 6.59937E-006, 1.66893E-005,-4.70877E-004,
 6.71515E-006, 3.57628E-006,-5.65052E-004,
 6.83093E-006, 0.00000E+000,-6.58035E-004,
 6.94670E-006, 2.26498E-005,-7.20024E-004,
 7.06248E-006, 2.98023E-005,-7.04527E-004,
 7.17826E-006, 2.14577E-005,-6.42538E-004,
 7.29404E-006, 2.98023E-005,-5.31673E-004,
 7.40982E-006, 1.90735E-005,-4.48227E-004,
 7.52560E-006, 0.00000E+000,-4.47035E-004,
 7.64138E-006, 1.43051E-005,-4.86374E-004,
 7.75715E-006, 3.33786E-005,-4.80413E-004,
 7.87293E-006, 4.17233E-005,-3.92199E-004,
 7.98871E-006, 2.98023E-005,-4.73261E-004,
 8.10449E-006, 2.38419E-005,-6.03199E-004,
 8.22027E-006, 2.62260E-005,-5.60284E-004,
 8.33605E-006, 3.57628E-006,-5.38826E-004,
 8.45182E-006, 5.96046E-006,-6.03199E-004,
 8.56760E-006, 3.57628E-005,-5.44786E-004,
 8.68338E-006, 1.90735E-005,-4.75645E-004,
 8.79916E-006,-7.15256E-006,-5.30481E-004,
 8.91494E-006, 8.34465E-006,-6.27041E-004,
 9.03072E-006, 9.53674E-006,-7.05719E-004,
 9.14649E-006, 7.15256E-006,-5.66244E-004,
 9.26227E-006, 1.43051E-005,-5.53131E-004,
 9.37805E-006, 1.19209E-005,-5.53131E-004,
 9.49383E-006, 8.34465E-006,-5.03063E-004,
 9.60961E-006,-8.34465E-006,-6.12736E-004,
 9.72539E-006, 5.96046E-006,-5.88894E-004,
 9.84117E-006, 3.09944E-005,-5.22137E-004,
 9.95694E-006, 2.14577E-005,-6.67572E-004,
 1.00727E-005, 3.69549E-005,-7.97510E-004,
 1.01885E-005, 5.36442E-005,-7.47442E-004,
 1.03043E-005, 3.81470E-005,-7.14064E-004,
 1.04201E-005, 1.43051E-005,-6.43730E-004,
 1.05358E-005, 1.19209E-005,-6.11544E-004,
 1.06516E-005, 1.90735E-005,-6.34193E-004,
 1.07674E-005, 1.90735E-005,-5.96046E-004,
 1.08832E-005, 1.54972E-005,-5.85318E-004,
 1.09989E-005, 1.90735E-005,-7.66516E-004,
 1.11147E-005, 2.62260E-005,-8.44002E-004,
 1.12305E-005, 2.38419E-005,-6.24657E-004,
 1.13463E-005, 1.31130E-005,-5.91278E-004,
 1.14621E-005, 2.38419E-006,-5.53131E-004,
 1.15778E-005, 1.66893E-005,-5.29289E-004,
 1.16936E-005, 9.53674E-006,-5.79357E-004,
 1.18094E-005, 7.15256E-006,-6.03199E-004,
 1.19252E-005, 2.38419E-005,-6.53267E-004,
 1.20410E-005, 1.78814E-005,-5.20945E-004,
 1.21567E-005, 1.43051E-005,-4.57764E-004,
 1.22725E-005, 2.62260E-005,-4.89950E-004,
 1.23883E-005, 4.76837E-006,-5.69820E-004,
 1.25041E-005,-1.90735E-005,-7.33137E-004,
 1.26198E-005, 0.00000E+000,-6.75917E-004,
 1.27356E-005, 1.90735E-005,-5.44786E-004,
 1.28514E-005, 2.14577E-005,-5.69820E-004,
 1.29672E-005, 3.33786E-005,-5.34058E-004,
 1.30830E-005, 3.81470E-005,-4.63724E-004,
 1.31987E-005, 1.54972E-005,-4.75645E-004,
 1.33145E-005,-1.19209E-006,-4.48227E-004,
 1.34303E-005, 1.19209E-005,-6.15120E-004,
 1.35461E-005, 2.14577E-005,-6.58035E-004,
 1.36619E-005, 2.14577E-005,-5.90086E-004,
 1.37776E-005, 2.74181E-005,-6.12736E-004,
 1.38934E-005, 4.76837E-006,-5.54323E-004,
 1.40092E-005, 0.00000E+000,-7.21216E-004,
 1.41250E-005, 1.19209E-005,-7.76052E-004,
 1.42407E-005, 2.50340E-005,-6.41346E-004,
 1.43565E-005, 1.66893E-005,-7.54595E-004,
 1.44723E-005, 9.53674E-006,-7.23600E-004,
 1.45881E-005, 1.31130E-005,-6.04391E-004,
 1.47039E-005, 2.62260E-005,-5.90086E-004,
 1.48196E-005, 2.14577E-005,-5.11408E-004,
 1.49354E-005, 1.43051E-005,-4.95911E-004,
 1.50512E-005, 2.98023E-005,-5.31673E-004,
 1.51670E-005, 2.74181E-005,-6.17504E-004,
 1.52828E-005, 2.38419E-005,-7.93934E-004,
 1.53985E-005, 1.07288E-005,-7.77245E-004,
 1.55143E-005, 0.00000E+000,-6.23465E-004,
 1.56301E-005, 2.38419E-006,-6.84261E-004,
 1.57459E-005,-4.76837E-006,-8.23736E-004,
 1.58616E-005, 0.00000E+000,-7.39098E-004,
 1.59774E-005,-3.57628E-006,-5.85318E-004,
 1.60932E-005, 1.07288E-005,-6.09159E-004,
 1.62090E-005, 2.02656E-005,-6.85453E-004,
 1.63248E-005, 4.76837E-006,-7.55787E-004,
 1.64405E-005,-3.57628E-006,-7.11679E-004,
 1.65563E-005,-3.57628E-006,-7.85589E-004,
 1.66721E-005, 1.43051E-005,-0.0010442734,
 1.67879E-005, 1.66893E-005,-0.0012934208,
 1.69036E-005, 3.57628E-006,-0.0012612343,
 1.70194E-005, 9.53674E-006,-0.0011599064,
 1.71352E-005, 1.90735E-005,-0.0012195110,
 1.72510E-005, 7.15256E-006,-0.0011956692,
 1.73668E-005, 2.38419E-005,-0.0011515617,
 1.74825E-005, 3.33786E-005,-0.0010776520,
 1.75983E-005, 2.02656E-005,-0.0011205673,
 1.77141E-005, 9.53674E-006,-9.81092E-004,
 1.78299E-005, 2.14577E-005,-9.26256E-004,
 1.79457E-005, 2.98023E-005,-0.0011527538,
 1.80614E-005, 1.66893E-005,-0.0010728836,
 1.81772E-005, 2.02656E-005,-8.88109E-004,
 1.82930E-005, 1.19209E-006,-9.21488E-004,
 1.84088E-005, 1.19209E-006,-9.63211E-004,
 1.85245E-005, 1.43051E-005,-0.0010251999,
 1.86403E-005, 3.57628E-006,-0.0010001659,
 1.87561E-005, 2.38419E-005,-8.72612E-004,
 1.88719E-005, 2.62260E-005,-8.14199E-004,
 1.89877E-005, 2.14577E-005,-8.47578E-004,
 1.91034E-005, 3.21865E-005,-9.64403E-004,
 1.92192E-005, 2.50340E-005,-0.0010085106,
 1.93350E-005, 3.33786E-005,-8.63075E-004,
 1.94508E-005, 3.21865E-005,-7.97510E-004,
 1.95666E-005, 2.38419E-005,-8.29697E-004,
 1.96823E-005, 1.90735E-005,-7.97510E-004,
 1.97981E-005, 1.90735E-005,-7.54595E-004,
 1.99139E-005, 2.86102E-005,-7.82013E-004,
 2.00297E-005, 3.69549E-005,-7.91550E-004,
 2.01454E-005, 4.52995E-005,-8.21352E-004,
 2.02612E-005, 3.93391E-005,-8.10623E-004,
 2.03770E-005, 2.02656E-005,-7.43866E-004,
 2.04928E-005, 2.26498E-005,-7.90358E-004,
 2.06086E-005, 3.09944E-005,-8.88109E-004,
 2.07243E-005, 1.07288E-005,-8.09431E-004,
 2.08401E-005, 1.19209E-005,-7.93934E-004,
 2.09559E-005, 2.98023E-005,-8.52346E-004,
 2.10717E-005, 2.86102E-005,-8.09431E-004,
 2.11874E-005, 2.50340E-005,-6.93798E-004,
 2.13032E-005, 2.86102E-005,-7.66516E-004,
 2.14190E-005, 2.38419E-005,-7.74860E-004,
 2.15348E-005, 3.57628E-006,-6.91414E-004,
 2.16506E-005, 7.15256E-006,-6.73532E-004,
 2.17663E-005, 3.45707E-005,-5.04255E-004,
 2.18821E-005, 1.90735E-005,-5.49555E-004,
 2.19979E-005, 9.53674E-006,-6.96182E-004,
 2.21137E-005, 1.66893E-005,-6.62804E-004,
 2.22295E-005, 1.66893E-005,-6.40154E-004,
 2.23452E-005, 4.17233E-005,-6.68764E-004,
 2.24610E-005, 2.74181E-005,-7.80821E-004,
 2.25768E-005, 1.43051E-005,-8.65459E-004,
 2.26926E-005, 2.62260E-005,-8.29697E-004,
 2.28083E-005, 1.43051E-005,-8.74996E-004,
 2.29241E-005, 1.54972E-005,-8.21352E-004,
 2.30399E-005, 2.38419E-005,-7.20024E-004,
 2.31557E-005, 5.96046E-006,-7.79629E-004,
 2.32715E-005, 4.76837E-006,-9.05991E-004,
 2.33872E-005, 5.96046E-006,-8.51154E-004,
 2.35030E-005, 9.53674E-006,-7.66516E-004,
 2.36188E-005, 1.31130E-005,-8.24928E-004,
 2.37346E-005, 3.57628E-006,-9.50098E-004,
 2.38504E-005, 1.19209E-005,-9.93013E-004,
 2.39661E-005, 1.78814E-005,-9.36985E-004,
