QuickDAQ Data
2019/01/09 21:29:09
Notes:,,
Sample Rate:,99.96746, Hz,
Measurement Type,Time Waveform,Time Waveform,
Channel Name,169.254.226.173.AD.1,169.254.226.173.AD.2,
X Axis Units,Sec,Sec,
Y Axis Units,V,V,
Time,Real,Real,
 0.00000E+000, 8.58307E-005, 6.02007E-004,
 1.15778E-007, 1.08480E-004, 7.34329E-004,
 2.31557E-007, 1.12057E-004, 7.42674E-004,
 3.47335E-007, 1.13249E-004, 7.82013E-004,
 4.63114E-007, 1.00136E-004, 7.79629E-004,
 5.78892E-007, 8.70228E-005, 7.45058E-004,
 6.94670E-007, 8.46386E-005, 6.63996E-004,
 8.10449E-007, 1.04904E-004, 6.63996E-004,
 9.26227E-007, 1.16825E-004, 7.47442E-004,
 1.04201E-006, 8.82149E-005, 6.13928E-004,
 1.15778E-006, 7.03335E-005, 4.76837E-004,
 1.27356E-006, 7.62939E-005, 5.16176E-004,
 1.38934E-006, 8.34465E-005, 6.78301E-004,
 1.50512E-006, 1.07288E-004, 7.59363E-004,
 1.62090E-006, 1.04904E-004, 6.46114E-004,
 1.73668E-006, 7.27177E-005, 5.62668E-004,
 1.85245E-006, 7.15256E-005, 5.94854E-004,
 1.96823E-006, 1.22786E-004, 7.51019E-004,
 2.08401E-006, 1.37091E-004, 7.95126E-004,
 2.19979E-006, 9.17912E-005, 6.77109E-004,
 2.31557E-006, 6.43730E-005, 6.59227E-004,
 2.43135E-006, 7.62939E-005, 6.85453E-004,
 2.54713E-006, 8.70228E-005, 7.22408E-004,
 2.66290E-006, 1.00136E-004, 6.83069E-004,
 2.77868E-006, 1.20401E-004, 5.99623E-004,
 2.89446E-006, 1.08480E-004, 6.02007E-004,
 3.01024E-006, 9.77516E-005, 6.16312E-004,
 3.12602E-006, 8.10623E-005, 5.18560E-004,
 3.24180E-006, 5.24521E-005, 4.93526E-004,
 3.35757E-006, 7.62939E-005, 7.05719E-004,
 3.47335E-006, 9.65595E-005, 7.20024E-004,
 3.58913E-006, 9.17912E-005, 6.27041E-004,
 3.70491E-006, 8.34465E-005, 6.23465E-004,
 3.82069E-006, 7.98702E-005, 6.27041E-004,
 3.93647E-006, 1.07288E-004, 7.52211E-004,
 4.05224E-006, 1.00136E-004, 7.35521E-004,
 4.16802E-006, 7.98702E-005, 6.27041E-004,
 4.28380E-006, 7.51019E-005, 6.58035E-004,
 4.39958E-006, 7.51019E-005, 6.65188E-004,
 4.51536E-006, 7.98702E-005, 6.43730E-004,
 4.63114E-006, 9.05991E-005, 5.88894E-004,
 4.74691E-006, 1.00136E-004, 5.59092E-004,
 4.86269E-006, 7.62939E-005, 5.31673E-004,
 4.97847E-006, 6.67572E-005, 5.26905E-004,
 5.09425E-006, 9.77516E-005, 7.29561E-004,
 5.21003E-006, 9.17912E-005, 6.60419E-004,
 5.32581E-006, 8.70228E-005, 5.00679E-004,
 5.44159E-006, 9.77516E-005, 6.11544E-004,
 5.55736E-006, 5.84126E-005, 5.59092E-004,
 5.67314E-006, 3.81470E-005, 4.82798E-004,
 5.78892E-006, 6.55651E-005, 4.70877E-004,
 5.90470E-006, 8.70228E-005, 5.57899E-004,
 6.02048E-006, 1.10865E-004, 7.86781E-004,
 6.13626E-006, 1.16825E-004, 7.83205E-004,
 6.25203E-006, 9.05991E-005, 5.97239E-004,
 6.36781E-006, 1.01328E-004, 5.85318E-004,
 6.48359E-006, 9.89437E-005, 6.55651E-004,
 6.59937E-006, 8.34465E-005, 6.41346E-004,
 6.71515E-006, 1.07288E-004, 6.80685E-004,
 6.83093E-006, 9.29832E-005, 6.63996E-004,
 6.94670E-006, 5.48363E-005, 5.48363E-004,
 7.06248E-006, 6.19888E-005, 5.66244E-004,
 7.17826E-006, 3.57628E-005, 4.36306E-004,
 7.29404E-006, 1.90735E-005, 3.44515E-004,
 7.40982E-006, 8.46386E-005, 4.78029E-004,
 7.52560E-006, 1.01328E-004, 4.61340E-004,
 7.64138E-006, 7.51019E-005, 4.54187E-004,
 7.75715E-006, 7.03335E-005, 4.75645E-004,
 7.87293E-006, 6.55651E-005, 4.74453E-004,
 7.98871E-006, 6.31809E-005, 4.67300E-004,
 8.10449E-006, 8.22544E-005, 4.88758E-004,
 8.22027E-006, 9.53674E-005, 5.98431E-004,
 8.33605E-006, 1.04904E-004, 6.47306E-004,
 8.45182E-006, 1.01328E-004, 5.61476E-004,
 8.56760E-006, 8.94070E-005, 5.18560E-004,
 8.68338E-006, 8.22544E-005, 4.63724E-004,
 8.79916E-006, 8.22544E-005, 5.03063E-004,
 8.91494E-006, 8.10623E-005, 4.97103E-004,
 9.03072E-006, 7.15256E-005, 4.19617E-004,
 9.14649E-006, 6.91414E-005, 4.76837E-004,
 9.26227E-006, 7.51019E-005, 5.14984E-004,
 9.37805E-006, 7.98702E-005, 5.22137E-004,
 9.49383E-006, 9.05991E-005, 5.13792E-004,
 9.60961E-006, 1.02520E-004, 5.94854E-004,
 9.72539E-006, 9.41753E-005, 6.52075E-004,
 9.84117E-006, 1.03712E-004, 7.30753E-004,
 9.95694E-006, 9.89437E-005, 6.86646E-004,
 1.00727E-005, 8.58307E-005, 5.69820E-004,
 1.01885E-005, 1.02520E-004, 6.61612E-004,
 1.03043E-005, 1.16825E-004, 7.22408E-004,
 1.04201E-005, 9.17912E-005, 6.75917E-004,
 1.05358E-005, 7.62939E-005, 6.48499E-004,
 1.06516E-005, 1.03712E-004, 6.62804E-004,
 1.07674E-005, 9.77516E-005, 7.04527E-004,
 1.08832E-005, 6.91414E-005, 6.28233E-004,
 1.09989E-005, 6.43730E-005, 5.98431E-004,
 1.11147E-005, 6.79493E-005, 6.75917E-004,
 1.12305E-005, 7.03335E-005, 5.06639E-004,
 1.13463E-005, 6.07967E-005, 4.31538E-004,
 1.14621E-005, 6.55651E-005, 4.92334E-004,
 1.15778E-005, 7.86781E-005, 5.07832E-004,
 1.16936E-005, 8.22544E-005, 6.27041E-004,
 1.18094E-005, 7.39098E-005, 5.41210E-004,
 1.19252E-005, 7.39098E-005, 4.22001E-004,
 1.20410E-005, 1.15633E-004, 5.87702E-004,
 1.21567E-005, 1.16825E-004, 7.25985E-004,
 1.22725E-005, 8.82149E-005, 7.06911E-004,
 1.23883E-005, 1.03712E-004, 6.89030E-004,
 1.25041E-005, 9.17912E-005, 6.63996E-004,
 1.26198E-005, 6.07967E-005, 5.51939E-004,
 1.27356E-005, 7.74860E-005, 6.07967E-004,
 1.28514E-005, 9.41753E-005, 6.90222E-004,
 1.29672E-005, 8.70228E-005, 6.78301E-004,
 1.30830E-005, 8.58307E-005, 6.86646E-004,
 1.31987E-005, 1.07288E-004, 7.12872E-004,
 1.33145E-005, 1.32322E-004, 7.77245E-004,
 1.34303E-005, 1.15633E-004, 7.39098E-004,
 1.35461E-005, 6.67572E-005, 5.37634E-004,
 1.36619E-005, 7.74860E-005, 4.82798E-004,
 1.37776E-005, 9.17912E-005, 5.19753E-004,
 1.38934E-005, 6.19888E-005, 5.16176E-004,
 1.40092E-005, 8.10623E-005, 6.53267E-004,
 1.41250E-005, 1.01328E-004, 7.31945E-004,
 1.42407E-005, 1.01328E-004, 6.34193E-004,
 1.43565E-005, 8.70228E-005, 5.54323E-004,
 1.44723E-005, 6.67572E-005, 5.26905E-004,
 1.45881E-005, 7.39098E-005, 5.30481E-004,
 1.47039E-005, 8.94070E-005, 5.68628E-004,
 1.48196E-005, 9.41753E-005, 5.78165E-004,
 1.49354E-005, 7.15256E-005, 5.76973E-004,
 1.50512E-005, 6.67572E-005, 5.76973E-004,
 1.51670E-005, 8.34465E-005, 6.16312E-004,
 1.52828E-005, 1.08480E-004, 6.54459E-004,
 1.53985E-005, 1.27554E-004, 7.02143E-004,
 1.55143E-005, 1.13249E-004, 7.34329E-004,
 1.56301E-005, 1.01328E-004, 7.11679E-004,
 1.57459E-005, 8.82149E-005, 6.41346E-004,
 1.58616E-005, 8.22544E-005, 6.69956E-004,
 1.59774E-005, 1.01328E-004, 6.41346E-004,
 1.60932E-005, 1.02520E-004, 5.67436E-004,
 1.62090E-005, 6.67572E-005, 4.85182E-004,
 1.63248E-005, 6.91414E-005, 4.42266E-004,
 1.64405E-005, 8.10623E-005, 4.73261E-004,
 1.65563E-005, 6.07967E-005, 4.82798E-004,
 1.66721E-005, 8.82149E-005, 6.44922E-004,
 1.67879E-005, 9.05991E-005, 7.02143E-004,
 1.69036E-005, 7.39098E-005, 5.91278E-004,
 1.70194E-005, 9.77516E-005, 4.80413E-004,
 1.71352E-005, 1.10865E-004, 5.50747E-004,
 1.72510E-005, 1.13249E-004, 6.92606E-004,
 1.73668E-005, 1.00136E-004, 6.60419E-004,
 1.74825E-005, 9.17912E-005, 6.72340E-004,
 1.75983E-005, 9.77516E-005, 7.15256E-004,
 1.77141E-005, 1.04904E-004, 6.81877E-004,
 1.78299E-005, 8.70228E-005, 6.28233E-004,
 1.79457E-005, 5.72205E-005, 6.06775E-004,
 1.80614E-005, 6.07967E-005, 6.10352E-004,
 1.81772E-005, 6.55651E-005, 6.21080E-004,
 1.82930E-005, 8.58307E-005, 6.99759E-004,
 1.84088E-005, 8.94070E-005, 6.30617E-004,
 1.85245E-005, 6.91414E-005, 5.72205E-004,
 1.86403E-005, 7.98702E-005, 6.66380E-004,
 1.87561E-005, 8.58307E-005, 6.73532E-004,
 1.88719E-005, 9.53674E-005, 7.28369E-004,
 1.89877E-005, 1.02520E-004, 8.13007E-004,
 1.91034E-005, 1.14441E-004, 8.26120E-004,
 1.92192E-005, 1.32322E-004, 7.70092E-004,
 1.93350E-005, 1.20401E-004, 7.42674E-004,
 1.94508E-005, 9.89437E-005, 7.47442E-004,
 1.95666E-005, 8.34465E-005, 6.67572E-004,
 1.96823E-005, 8.82149E-005, 7.43866E-004,
 1.97981E-005, 1.13249E-004, 7.62939E-004,
 1.99139E-005, 1.07288E-004, 7.54595E-004,
 2.00297E-005, 1.13249E-004, 7.66516E-004,
 2.01454E-005, 1.08480E-004, 6.75917E-004,
 2.02612E-005, 9.77516E-005, 6.72340E-004,
 2.03770E-005, 1.15633E-004, 7.96318E-004,
 2.04928E-005, 1.37091E-004, 9.51290E-004,
 2.06086E-005, 1.41859E-004, 9.56059E-004,
 2.07243E-005, 1.13249E-004, 8.16584E-004,
 2.08401E-005, 8.10623E-005, 6.92606E-004,
 2.09559E-005, 9.05991E-005, 7.97510E-004,
 2.10717E-005, 1.08480E-004, 7.79629E-004,
 2.11874E-005, 1.15633E-004, 7.56979E-004,
 2.13032E-005, 1.29938E-004, 8.69036E-004,
 2.14190E-005, 1.12057E-004, 7.67708E-004,
 2.15348E-005, 7.86781E-005, 7.20024E-004,
 2.16506E-005, 8.58307E-005, 8.10623E-004,
 2.17663E-005, 1.04904E-004, 7.43866E-004,
 2.18821E-005, 1.02520E-004, 6.40154E-004,
 2.19979E-005, 9.53674E-005, 5.68628E-004,
 2.21137E-005, 9.53674E-005, 5.79357E-004,
 2.22295E-005, 1.15633E-004, 7.86781E-004,
 2.23452E-005, 1.01328E-004, 7.46250E-004,
 2.24610E-005, 8.70228E-005, 6.46114E-004,
 2.25768E-005, 9.53674E-005, 5.65052E-004,
 2.26926E-005, 8.10623E-005, 5.42402E-004,
 2.28083E-005, 5.48363E-005, 5.76973E-004,
 2.29241E-005, 6.31809E-005, 6.04391E-004,
 2.30399E-005, 7.98702E-005, 6.43730E-004,
 2.31557E-005, 7.03335E-005, 5.87702E-004,
 2.32715E-005, 8.22544E-005, 6.42538E-004,
 2.33872E-005, 1.02520E-004, 7.18832E-004,
 2.35030E-005, 1.16825E-004, 7.03335E-004,
 2.36188E-005, 1.15633E-004, 6.36578E-004,
 2.37346E-005, 8.34465E-005, 5.42402E-004,
 2.38504E-005, 5.72205E-005, 5.56707E-004,
