0.000000,296.761100,295.988400,5.407370E-6,2.861040E-8,0.000119,0.045499
10.975769,296.758800,295.991100,5.397830E-6,2.861040E-8,0.000119,0.045477
21.967936,296.759600,295.995000,5.407370E-6,2.861040E-8,0.000119,0.045534
32.941862,296.762350,295.998550,5.397830E-6,2.861040E-8,0.000119,0.045408
43.918783,296.763950,296.001050,5.388300E-6,2.861040E-8,0.000119,0.045328
54.847013,296.764500,296.004550,5.407370E-6,2.861040E-8,0.000119,0.045496
65.833902,296.763550,296.006950,5.407370E-6,2.861040E-8,0.000119,0.045489
76.818010,296.762550,296.008050,5.397830E-6,2.861040E-8,0.000119,0.045406
87.730927,296.760850,296.008550,5.397830E-6,2.861040E-8,0.000119,0.045429
98.736154,296.759500,296.009950,5.397830E-6,2.861040E-8,0.000119,0.045401
109.701355,296.760500,296.012050,5.388300E-6,2.861040E-8,0.000119,0.045323
120.628965,296.761200,296.014600,5.388300E-6,2.861040E-8,0.000119,0.045343
131.600701,296.761600,296.018050,5.388300E-6,2.861040E-8,0.000119,0.045333
142.581043,296.761900,296.020600,5.397830E-6,2.861040E-8,0.000119,0.045396
153.513975,296.762100,296.022800,5.397830E-6,2.861040E-8,0.000119,0.045421
164.506778,296.763500,296.025400,5.407370E-6,2.861040E-8,0.000119,0.045563
175.466970,296.764400,296.035000,5.397830E-6,2.861040E-8,0.000119,0.045485
186.385127,296.764150,296.056600,5.397830E-6,2.861040E-8,0.000119,0.045487
197.373883,296.765600,296.083850,5.397830E-6,2.861040E-8,0.000119,0.045469
208.331957,296.768150,296.111200,5.388300E-6,2.861040E-8,0.000119,0.045392
219.270092,296.770150,296.137150,5.397830E-6,2.861040E-8,0.000119,0.045495
230.273816,296.772550,296.159150,5.397830E-6,2.861040E-8,0.000119,0.045492
241.263407,296.774200,296.175900,5.397830E-6,2.861040E-8,0.000119,0.045480
252.220983,296.774050,296.188550,5.388300E-6,2.861040E-8,0.000119,0.045402
263.174317,296.774300,296.198900,5.388300E-6,2.861040E-8,0.000119,0.045402
274.155039,296.774850,296.208400,5.397830E-6,2.861040E-8,0.000119,0.045492
285.131612,296.774850,296.216550,5.397830E-6,2.861040E-8,0.000119,0.045482
296.077268,296.775600,296.224550,5.397830E-6,2.861040E-8,0.000119,0.045490
307.063825,296.775200,296.231200,5.397830E-6,1.907360E-8,0.000119,0.045475
318.023612,296.787250,296.227550,5.397830E-6,2.861040E-8,0.000119,0.045472
328.964905,296.830550,296.226650,5.397830E-6,2.861040E-8,0.000119,0.045482
339.937654,296.887300,296.244200,5.388300E-6,2.861040E-8,0.000119,0.045397
350.911662,296.935150,296.268400,5.388300E-6,2.861040E-8,0.000119,0.045384
361.862249,296.979900,296.293250,5.388300E-6,2.861040E-8,0.000119,0.045389
372.845090,296.997750,296.336500,5.388300E-6,2.861040E-8,0.000119,0.045397
383.815898,296.968850,296.399350,5.388300E-6,2.861040E-8,0.000119,0.045410
394.752276,296.937550,296.448050,5.369220E-6,2.861040E-8,0.000119,0.045244
405.722898,296.929500,296.468800,5.378760E-6,1.907360E-8,0.000119,0.045334
416.689137,296.929350,296.475650,5.388300E-6,2.861040E-8,0.000119,0.045422
427.645600,296.929100,296.476450,5.388300E-6,2.861040E-8,0.000119,0.045417
438.612345,296.934150,296.466150,5.388300E-6,2.861040E-8,0.000119,0.045407
449.577616,296.946650,296.453300,5.397830E-6,2.861040E-8,0.000119,0.045475
460.570169,296.962500,296.452300,5.388300E-6,2.861040E-8,0.000119,0.045407
471.561352,296.980000,296.458100,5.397830E-6,2.861040E-8,0.000119,0.045477
482.531925,296.998950,296.470200,5.388300E-6,2.861040E-8,0.000119,0.045387
493.488917,297.021550,296.486350,5.388300E-6,2.861040E-8,0.000119,0.045407
504.478960,297.029650,296.512050,5.388300E-6,2.861040E-8,0.000119,0.045387
515.483043,297.015900,296.550750,5.378760E-6,2.861040E-8,0.000119,0.045316
526.471216,297.005700,296.582900,5.378760E-6,2.861040E-8,0.000119,0.045322
537.463011,297.006250,296.599150,5.388300E-6,2.861040E-8,0.000119,0.045399
548.424704,297.006500,296.604150,5.378760E-6,2.861040E-8,0.000119,0.045327
559.417934,297.006700,296.604800,5.388300E-6,2.861040E-8,0.000119,0.045399
570.402794,297.008650,296.605550,5.388300E-6,2.861040E-8,0.000119,0.045394
581.387992,297.009800,296.606700,5.388300E-6,2.861040E-8,0.000119,0.045404
592.349885,297.010300,296.606950,5.388300E-6,2.861040E-8,0.000119,0.045402
603.313768,297.017700,296.594700,5.388300E-6,2.861040E-8,0.000119,0.045404
614.310763,297.032350,296.579700,5.388300E-6,2.861040E-8,0.000119,0.045399
625.247935,297.042450,296.581200,5.388300E-6,2.861040E-8,0.000119,0.045410
636.226226,297.045000,296.598000,5.388300E-6,2.861040E-8,0.000119,0.045387
647.187102,297.045150,296.615600,5.388300E-6,2.861040E-8,0.000119,0.045394
658.176898,297.045250,296.622100,5.388300E-6,2.861040E-8,0.000119,0.045392
669.168950,297.044800,296.623400,5.388300E-6,2.861040E-8,0.000119,0.045407
680.165440,297.044750,296.624150,5.388300E-6,2.861040E-8,0.000119,0.045387
