0.000000,20.003540,24.999980,0.001312,0.001772,0.739978
14.066423,19.998840,25.000330,0.001312,0.001772,0.740234
28.169547,20.004230,24.999770,0.001311,0.001772,0.739894
42.272885,19.998210,24.999540,0.001311,0.001772,0.739926
56.339153,20.002780,24.999970,0.001312,0.001772,0.740261
70.372417,19.992090,24.999610,0.001312,0.001772,0.740399
84.461769,20.000560,25.000260,0.001312,0.001772,0.740462
98.503686,19.999670,25.000260,0.001312,0.001772,0.740113
112.589926,20.000780,24.999730,0.001312,0.001773,0.740112
126.639433,20.000130,24.999750,0.001311,0.001772,0.739891
140.738852,20.000590,25.000440,0.001312,0.001772,0.740487
154.798598,20.001460,24.999990,0.001312,0.001772,0.740237
168.881713,20.004410,24.999650,0.001312,0.001772,0.740347
182.968354,20.000730,24.999970,0.001312,0.001772,0.740011
197.029879,19.999060,24.999620,0.001312,0.001772,0.740231
211.077479,20.001760,24.999880,0.001312,0.001773,0.740077
225.136469,19.999730,25.000310,0.001312,0.001772,0.740201
239.226057,19.998700,24.999440,0.001311,0.001772,0.739831
253.297351,19.998240,24.999560,0.001312,0.001772,0.739920
